variant,n_events_eligible,n_base_taken,n_base_skipped_cap,n_pyramid_applied,n_pyramid_skipped_cap,skip_rate,avg_concurrent_open,max_concurrent_open,final_equity,total_return,cagr,max_drawdown,car_mdd
unfiltered_flat,2180,794,1386,0,0,0.6357798165137615,5.663338088445078,10,1.6029439314890732,0.6029439314890732,0.0882418596628094,-0.09731264398245087,0.9067871969311894
unfiltered_pyramid,2180,695,1485,178,72,0.6811926605504587,4.957203994293866,10,1.6653854546778801,0.6653854546778801,0.09572062728882269,-0.11125899567622144,0.8603405657856423
macd_bullish_flat,894,457,437,0,0,0.4888143176733781,3.2596291012838803,10,2.165906135299345,1.1659061352993452,0.14855891065636273,-0.032069750273318376,4.632368802072084
macd_bullish_pyramid,894,395,499,125,29,0.558165548098434,2.817403708987161,10,2.5329109350537657,1.5329109350537657,0.18123604428095375,-0.03432260582112967,5.280369597385909
