ticker,eps_date,beat,rel_day,ret,price_date,act_eps,est_eps,surprise,open,high,low,close,volume,dividends,stock splits,window
AAPL,2020-01-28,True,-15,0.007968386878804301,2020-01-06,1.25,1.14,0.09649122807017553,70.95418053006813,72.4443131708714,70.70300468370534,72.40567016601562,118387200,0.0,0.0,15
AAPL,2020-01-28,True,-14,-0.004703090168587942,2020-01-07,1.25,1.14,0.09649122807017553,72.41532954893665,72.67133299565539,71.84536183598526,72.06513977050781,108872000,0.0,0.0,15
AAPL,2020-01-28,True,-13,0.01608643574308033,2020-01-08,1.25,1.14,0.09649122807017553,71.76808624589498,73.52630260685811,71.76808624589498,73.22441101074219,132079200,0.0,0.0,15
AAPL,2020-01-28,True,-12,0.02124088450634365,2020-01-09,1.25,1.14,0.09649122807017553,74.20254195863613,74.97296995476395,73.95137344000949,74.7797622680664,170108400,0.0,0.0,15
AAPL,2020-01-28,True,-11,0.002260870825002481,2020-01-10,1.25,1.14,0.09649122807017553,75.01404296807587,75.51397733804309,74.44648515944657,74.9488296508789,140644800,0.0,0.0,15
AAPL,2020-01-28,True,-10,0.021364063392453225,2020-01-13,1.25,1.14,0.09649122807017553,75.26519625077637,76.57661149006776,75.1468497409281,76.55004119873047,121532000,0.0,0.0,15
AAPL,2020-01-28,True,-9,-0.013503373227088611,2020-01-14,1.25,1.14,0.09649122807017553,76.48724535482815,76.69736069243768,75.39319068247579,75.516357421875,161954400,0.0,0.0,15
AAPL,2020-01-28,True,-8,-0.004285376557877862,2020-01-15,1.25,1.14,0.09649122807017553,75.31591552157606,76.19743749233605,74.76043057245047,75.19274139404297,121923600,0.0,0.0,15
AAPL,2020-01-28,True,-7,0.01252660526237559,2020-01-16,1.25,1.14,0.09649122807017553,75.73615570871007,76.24575261001203,75.37388575466262,76.13465118408203,108829200,0.0,0.0,15
AAPL,2020-01-28,True,-6,0.011071015172578802,2020-01-17,1.25,1.14,0.09649122807017553,76.38341102005822,76.97994918369933,76.07669177323754,76.9775390625,137816400,0.0,0.0,15
AAPL,2020-01-28,True,-5,-0.006776978274659062,2020-01-21,1.25,1.14,0.09649122807017553,76.6056010131108,77.04756709065205,76.31819960849738,76.45586395263672,110843200,0.0,0.0,15
AAPL,2020-01-28,True,-4,0.0035697239748082588,2020-01-22,1.25,1.14,0.09649122807017553,76.9413158290966,77.28185051946997,76.63459654377124,76.72879028320312,101832400,0.0,0.0,15
AAPL,2020-01-28,True,-3,0.004815553272567774,2020-01-23,1.25,1.14,0.09649122807017553,76.78190007438859,77.17797799443389,76.23366024847726,77.09828186035156,104472000,0.0,0.0,15
AAPL,2020-01-28,True,-2,-0.00288211501425073,2020-01-24,1.25,1.14,0.09649122807017553,77.34461200102739,78.08846950735138,76.6852782289865,76.8760757446289,146537600,0.0,0.0,15
AAPL,2020-01-28,True,-1,-0.029405036630009374,2020-01-27,1.25,1.14,0.09649122807017553,74.88360812840847,75.29659377968004,73.63257108817264,74.61553192138672,161940000,0.0,0.0,15
AAPL,2020-01-28,True,0,0.028289141306340637,2020-01-28,1.25,1.14,0.09649122807017553,75.49703974934148,76.89781358300051,75.3980184372133,76.7263412475586,162234000,0.0,0.0,15
AAPL,2020-01-28,True,1,0.020932465253177712,2020-01-29,1.25,1.14,0.09649122807017553,78.35898301190313,79.1801266517597,77.61753550777614,78.33241271972656,216229200,0.0,0.0,15
AAPL,2020-01-28,True,2,-0.0014492773385034186,2020-01-30,1.25,1.14,0.09649122807017553,77.4146515294585,78.27202053364006,76.98234079118615,78.21888732910156,126743200,0.0,0.0,15
AAPL,2020-01-28,True,3,-0.044338415181911284,2020-01-31,1.25,1.14,0.09649122807017553,77.50886365949354,77.9315119457232,74.456139298992,74.75078582763672,199588400,0.0,0.0,15
AAPL,2020-01-28,True,4,-0.002746553157438991,2020-02-03,1.25,1.14,0.09649122807017553,73.49247724374133,75.71198454702287,72.99013293890515,74.54547882080078,173788400,0.0,0.0,15
AAPL,2020-01-28,True,5,0.0330139983061819,2020-02-04,1.25,1.14,0.09649122807017553,76.15156392051648,77.19732071778674,75.74582331404561,77.00652313232422,136616400,0.0,0.0,15
AAPL,2020-01-28,True,6,0.008153942987887408,2020-02-05,1.25,1.14,0.09649122807017553,78.13435671108577,78.43383812507085,77.03064686286258,77.63442993164062,118826800,0.0,0.0,15
AAPL,2020-01-28,True,7,0.01169698399127328,2020-02-06,1.25,1.14,0.09649122807017553,77.90492749554984,78.54493610664728,77.34703250149894,78.54251861572266,105425600,0.0,0.0,15
AAPL,2020-01-28,True,8,-0.013592592322767216,2020-02-07,1.25,1.14,0.09649122807017553,78.04140355652011,78.2907522912515,76.98348700831134,77.47492218017578,117684000,0.1925,0.0,15
AAPL,2020-01-28,True,9,0.004749579828953632,2020-02-10,1.25,1.14,0.09649122807017553,76.05871954270658,77.8428955078125,75.97883426440146,77.8428955078125,109348800,0.0,0.0,15
AAPL,2020-01-28,True,10,-0.006033211330288002,2020-02-11,1.25,1.14,0.09649122807017553,78.33918290445037,78.41180589004748,77.15537652396827,77.37325286865234,94323200,0.0,0.0,15
AAPL,2020-01-28,True,11,0.023747649132024096,2020-02-12,1.25,1.14,0.09649122807017553,77.8235277760248,79.21552479911539,77.8235277760248,79.21068572998047,113730400,0.0,0.0,15
AAPL,2020-01-28,True,12,-0.007121252384947763,2020-02-13,1.25,1.14,0.09649122807017553,78.48198946879371,78.97342455815073,78.27863778228983,78.6466064453125,94747600,0.0,0.0,15
AAPL,2020-01-28,True,13,0.0002468868010920833,2020-02-14,1.25,1.14,0.09649122807017553,78.61517976227493,78.91537209230916,78.1576400484623,78.66602325439453,80113600,0.0,0.0,15
AAPL,2020-01-28,True,14,-0.01831098759149652,2020-02-18,1.25,1.14,0.09649122807017553,76.34437253292894,77.40713550005586,76.16280771158402,77.22557067871094,152531200,0.0,0.0,15
AAPL,2020-01-28,True,15,0.014482849919631446,2020-02-19,1.25,1.14,0.09649122807017553,77.46766524775612,78.57400211516978,77.46766524775612,78.3440170288086,93984000,0.0,0.0,15
AAPL,2020-04-30,True,-15,0.025594667580184804,2020-04-08,0.64,0.57,0.12280701754385977,63.605797071493534,64.72665861508077,63.24025152379157,64.41194915771484,168895200,0.0,0.0,15
AAPL,2020-04-30,True,-14,0.007216257829486983,2020-04-09,0.64,0.57,0.12280701754385977,65.04864913400917,65.38030647544825,64.0803030799883,64.87676239013672,161834800,0.0,0.0,15
AAPL,2020-04-30,True,-13,0.019627267603195664,2020-04-13,0.64,0.57,0.12280701754385977,64.95420843019932,66.25905781375604,64.353831433513,66.15011596679688,131022800,0.0,0.0,15
AAPL,2020-04-30,True,-12,0.05050315855226528,2020-04-14,0.64,0.57,0.12280701754385977,67.78419941029469,69.78141242863373,67.31212792353071,69.49090576171875,194994800,0.0,0.0,15
AAPL,2020-04-30,True,-11,-0.009127267489299928,2020-04-15,0.64,0.57,0.12280701754385977,68.36520850392205,69.3166064306414,67.93671816899065,68.85664367675781,131154400,0.0,0.0,15
AAPL,2020-04-30,True,-10,0.007945882064597454,2020-04-16,0.64,0.57,0.12280701754385977,69.57081070155868,69.76932337939922,68.35311605698439,69.40377044677734,157125200,0.0,0.0,15
