date,symbol,eps,epsestimated,time,revenue,revenueestimated,updatedfromdate,fiscaldateending,ticker,time_raw,is_amc,is_bmo
2000-11-20,MDT,0.26,0.26,bmo,1361400000.0,1361400000.0,2025-04-25,2000-10-31,MDT,bmo,False,True
2001-02-21,MDT,0.26,0.26,bmo,1361600000.0,1361600000.0,2025-04-25,2001-01-31,MDT,bmo,False,True
2001-05-22,MDT,0.3,0.3,bmo,1517900000.0,1517900000.0,2025-04-25,2001-04-30,MDT,bmo,False,True
2001-08-20,MDT,0.28,0.27,bmo,1455700000.0,1401785185.0,2025-04-25,2001-07-31,MDT,bmo,False,True
2001-11-27,MDT,0.29,0.29,bmo,1571200000.0,1571200000.0,2025-04-25,2001-10-31,MDT,bmo,False,True
2002-02-19,MDT,0.3,0.3,bmo,1592400000.0,1592400000.0,2025-04-25,2002-01-31,MDT,bmo,False,True
2002-05-22,MDT,0.34,0.34,bmo,1791500000.0,1791500000.0,2025-04-25,2002-04-30,MDT,bmo,False,True
2002-08-20,MDT,0.32,0.32,bmo,1713900000.0,1713900000.0,2025-04-25,2002-07-31,MDT,bmo,False,True
2002-11-18,MDT,0.34,0.34,bmo,1891000000.0,1891000000.0,2025-04-25,2002-10-31,MDT,bmo,False,True
2003-02-12,MDT,0.35,0.35,bmo,1912500000.0,1912500000.0,2025-04-25,2003-01-31,MDT,bmo,False,True
2003-05-19,MDT,0.4,0.4,bmo,2147800000.0,2147800000.0,2025-04-25,2003-04-30,MDT,bmo,False,True
2003-08-12,MDT,0.37,0.37,bmo,2064200000.0,2064200000.0,2025-04-25,2003-07-31,MDT,bmo,False,True
2003-11-12,MDT,0.39,0.39,bmo,2163800000.0,2163800000.0,2025-04-25,2003-10-31,MDT,bmo,False,True
2004-02-11,MDT,0.4,0.4,bmo,2193800000.0,2193800000.0,2025-04-25,2004-01-31,MDT,bmo,False,True
2004-05-24,MDT,0.48,0.46,bmo,2665400000.0,2549513043.0,2025-04-25,2004-04-30,MDT,bmo,False,True
2004-08-18,MDT,0.43,0.43,bmo,2346100000.0,2346100000.0,2025-04-25,2004-07-31,MDT,bmo,False,True
2004-11-17,MDT,0.44,0.45,bmo,2399800000.0,2453128888.0,2025-04-25,2004-10-31,MDT,bmo,False,True
2005-02-16,MDT,0.46,0.46,bmo,2530700000.0,2530700000.0,2025-04-25,2005-01-31,MDT,bmo,False,True
2005-05-24,MDT,0.53,0.53,bmo,2778000000.0,2778000000.0,2025-04-25,2005-04-30,MDT,bmo,False,True
2005-08-17,MDT,0.5,0.49,bmo,2690400000.0,2635493877.0,2025-04-25,2005-07-31,MDT,bmo,False,True
2005-11-16,MDT,0.54,0.54,bmo,2765400000.0,2765400000.0,2025-04-25,2005-10-31,MDT,bmo,False,True
2006-02-21,MDT,0.55,0.55,bmo,2769500000.0,2769500000.0,2025-04-25,2006-01-31,MDT,bmo,False,True
2006-05-23,MDT,0.62,0.62,bmo,3066700000.0,3066700000.0,2025-04-25,2006-04-30,MDT,bmo,False,True
2006-08-22,MDT,0.55,0.54,bmo,2897000000.0,2843351851.0,2025-04-25,2006-07-31,MDT,bmo,False,True
2006-11-20,MDT,0.59,0.56,bmo,3075000000.0,2910267857.0,2025-04-25,2006-10-31,MDT,bmo,False,True
2007-02-20,MDT,0.61,0.58,bmo,3048000000.0,2890344827.0,2025-04-25,2007-01-31,MDT,bmo,False,True
2007-05-22,MDT,0.66,0.62,bmo,3280000000.0,3068387096.0,2025-04-25,2007-04-30,MDT,bmo,False,True
2007-08-21,MDT,0.62,0.62,bmo,3127000000.0,3127000000.0,2025-04-25,2007-07-31,MDT,bmo,False,True
2007-11-19,MDT,0.58,0.56,bmo,3124000000.0,3012428571.0,2025-04-25,2007-10-31,MDT,bmo,False,True
2008-02-19,MDT,0.63,0.61,bmo,3405000000.0,3293360655.0,2025-04-25,2008-01-31,MDT,bmo,False,True
2008-05-20,MDT,0.78,0.73,bmo,3860000000.0,3595616438.0,2025-04-25,2008-04-30,MDT,bmo,False,True
2008-08-19,MDT,0.72,0.69,bmo,3706000000.0,3544869565.0,2025-04-25,2008-07-31,MDT,bmo,False,True
2008-11-18,MDT,0.67,0.71,bmo,3570000000.0,3771126760.0,2025-04-25,2008-10-31,MDT,bmo,False,True
2009-02-17,MDT,0.71,0.7,bmo,3494000000.0,3444085714.0,2025-04-25,2009-01-31,MDT,bmo,False,True
2009-05-19,MDT,0.82,0.82,bmo,3829000000.0,3829000000.0,2025-04-25,2009-04-30,MDT,bmo,False,True
2009-08-25,MDT,0.79,0.78,bmo,3933000000.0,3882576923.0,2025-04-25,2009-07-31,MDT,bmo,False,True
2009-11-24,MDT,0.77,0.74,bmo,3838000000.0,3682405405.0,2025-04-25,2009-10-31,MDT,bmo,False,True
2010-02-23,MDT,0.77,0.76,bmo,3851000000.0,3800328947.0,2025-04-25,2010-01-31,MDT,bmo,False,True
2010-05-25,MDT,0.9,0.88,bmo,4196000000.0,4100636363.0,2025-04-25,2010-04-30,MDT,bmo,False,True
2010-08-24,MDT,0.8,0.8,bmo,3773000000.0,3773000000.0,2025-04-25,2010-07-31,MDT,bmo,False,True
2010-11-23,MDT,0.82,0.81,bmo,3903000000.0,3854814814.0,2025-04-25,2010-10-31,MDT,bmo,False,True
2011-02-22,MDT,0.86,0.84,bmo,3961000000.0,3866690476.0,2025-04-25,2011-01-31,MDT,bmo,False,True
2011-05-24,MDT,0.9,0.92,bmo,4295000000.0,4388369565.0,2025-04-25,2011-04-30,MDT,bmo,False,True
2011-08-23,MDT,0.79,0.79,bmo,4049000000.0,4049000000.0,2025-04-25,2011-07-31,MDT,bmo,False,True
2011-11-22,MDT,0.84,0.82,bmo,4132000000.0,4031219512.0,2025-04-25,2011-10-31,MDT,bmo,False,True
2012-02-21,MDT,0.84,0.84,bmo,3918000000.0,3918000000.0,2025-04-25,2012-01-31,MDT,bmo,False,True
2012-05-22,MDT,0.99,0.98,bmo,4297000000.0,4253153061.0,2025-04-25,2012-04-30,MDT,bmo,False,True
2012-08-21,MDT,0.85,0.85,bmo,4008000000.0,4008000000.0,2025-04-25,2012-07-31,MDT,bmo,False,True
2012-11-20,MDT,0.88,0.88,bmo,4095000000.0,4095000000.0,2025-04-25,2012-10-31,MDT,bmo,False,True
2013-02-19,MDT,0.93,0.91,bmo,4027000000.0,3938494505.0,2025-04-25,2013-01-31,MDT,bmo,False,True
2013-05-21,MDT,1.1,1.03,bmo,4459000000.0,4156893203.0,2025-04-25,2013-04-30,MDT,bmo,False,True
2013-08-20,MDT,0.88,0.88,bmo,4083000000.0,4083000000.0,2025-04-25,2013-07-31,MDT,bmo,False,True
2013-11-19,MDT,0.91,0.9,bmo,4194000000.0,4147400000.0,2025-04-25,2013-10-31,MDT,bmo,False,True
2014-02-18,MDT,0.91,0.91,bmo,4163000000.0,4163000000.0,2025-04-25,2014-01-31,MDT,bmo,False,True
2014-05-20,MDT,1.12,1.12,bmo,4566000000.0,4565000000.0,2025-04-25,2014-04-30,MDT,bmo,False,True
2014-08-19,MDT,0.93,0.92,bmo,4273000000.0,4226554347.0,2025-04-25,2014-07-31,MDT,bmo,False,True
2014-11-18,MDT,0.96,0.96,bmo,4366000000.0,4366000000.0,2025-04-25,2014-10-31,MDT,bmo,False,True
2015-02-17,MDT,1.01,0.97,bmo,4318000000.0,4139938144.0,2025-04-25,2015-01-23,MDT,bmo,False,True
2015-06-02,MDT,1.16,1.1,bmo,7304000000.0,6989172413.0,2025-04-25,2015-04-24,MDT,bmo,False,True
2015-09-03,MDT,1.02,1.01,bmo,7274000000.0,7202686274.0,2025-04-25,2015-07-31,MDT,bmo,False,True
2015-12-03,MDT,1.03,1.0,bmo,7058000000.0,6852427184.0,2025-04-25,2015-10-30,MDT,bmo,False,True
2016-03-01,MDT,1.06,1.06,bmo,6934000000.0,6934000000.0,2025-04-25,2016-01-29,MDT,bmo,False,True
2016-05-31,MDT,1.27,1.26,bmo,7567000000.0,7507417322.0,2025-04-25,2016-04-29,MDT,bmo,False,True
2016-08-25,MDT,1.03,1.01,bmo,7166000000.0,7026854368.0,2025-04-25,2016-07-29,MDT,bmo,False,True
2016-11-22,MDT,1.12,1.11,bmo,7345000000.0,7279419642.0,2025-04-25,2016-10-28,MDT,bmo,False,True
2017-02-21,MDT,1.12,1.11,bmo,7283000000.0,7217973214.0,2025-04-25,2017-01-27,MDT,bmo,False,True
2017-05-25,MDT,1.33,1.31,bmo,7916000000.0,7796962406.0,2025-04-25,2017-04-28,MDT,bmo,False,True
2017-08-22,MDT,1.12,1.08,bmo,7390000000.0,7126071428.0,2025-04-25,2017-07-28,MDT,bmo,False,True
2017-11-21,MDT,1.07,0.98,bmo,7050000000.0,6457009345.0,2025-04-25,2017-10-27,MDT,bmo,False,True
2018-02-20,MDT,1.17,1.16,bmo,7369000000.0,7369000000.0,2025-04-25,2018-01-26,MDT,bmo,False,True
2018-05-24,MDT,1.42,1.38,bmo,8144000000.0,7971943661.0,2025-04-25,2018-04-27,MDT,bmo,False,True
2018-08-21,MDT,1.17,1.11,bmo,7384000000.0,7005333333.0,2025-04-25,2018-07-27,MDT,bmo,False,True
2018-11-20,MDT,1.22,1.14,bmo,7481000000.0,7051762295.0,2025-04-25,2018-10-26,MDT,bmo,False,True
2019-02-19,MDT,1.29,1.24,bmo,7546000000.0,7253519379.0,2025-04-25,2019-01-25,MDT,bmo,False,True
2019-05-23,MDT,1.54,1.46,bmo,8146000000.0,7775727272.0,2025-04-25,2019-04-26,MDT,bmo,False,True
2019-08-20,MDT,1.26,1.18,bmo,7493000000.0,7017253968.0,2025-04-25,2019-07-26,MDT,bmo,False,True
2019-11-19,MDT,1.31,1.28,bmo,7706000000.0,7529526717.0,2025-04-25,2019-10-25,MDT,bmo,False,True
2020-02-18,MDT,1.44,1.38,bmo,7717000000.0,7395458333.0,2025-04-25,2020-01-24,MDT,bmo,False,True
2020-05-21,MDT,0.58,0.68,bmo,5998000000.0,7030965517.0,2025-04-25,2020-04-24,MDT,bmo,False,True
2020-08-25,MDT,0.62,0.21,bmo,6507000000.0,1889129032.0,2025-04-25,2020-07-31,MDT,bmo,False,True
2020-11-24,MDT,1.02,0.78,bmo,7647000000.0,5544075000.0,2025-04-25,2020-10-30,MDT,bmo,False,True
2021-02-23,MDT,1.29,1.15,bmo,7775000000.0,6828478260.0,2025-04-25,2021-01-29,MDT,bmo,False,True
2021-05-27,MDT,1.5,1.42,bmo,8188000000.0,7726704225.0,2025-04-25,2021-04-30,MDT,bmo,False,True
2021-08-24,MDT,1.41,1.32,bmo,7987000000.0,7984590000.0,2025-04-25,2021-07-30,MDT,bmo,False,True
2021-11-23,MDT,1.32,1.29,bmo,7847000000.0,7965500000.0,2025-04-25,2021-10-29,MDT,bmo,False,True
2022-02-22,MDT,1.37,1.36,bmo,7763000000.0,7881263878.0,2025-04-25,2022-01-28,MDT,bmo,False,True
2022-05-26,MDT,1.52,1.56,bmo,8089000000.0,8428894628.0,2025-04-25,2022-04-29,MDT,bmo,False,True
2022-08-23,MDT,1.13,1.12,bmo,7371000000.0,7216863740.0,2025-04-25,2022-07-29,MDT,bmo,False,True
2022-11-22,MDT,1.3,1.28,bmo,7585000000.0,7698451236.0,2025-04-25,2022-10-28,MDT,bmo,False,True
2023-02-21,MDT,1.3,1.26,bmo,7727000000.0,7538849543.0,2025-04-25,2023-01-27,MDT,bmo,False,True
2023-05-25,MDT,1.57,1.56,bmo,8544000000.0,8249730000.0,2025-04-25,2023-04-28,MDT,bmo,False,True
2023-08-22,MDT,1.2,1.11,bmo,7702000000.0,7566760000.0,2025-04-25,2023-07-28,MDT,bmo,False,True
2023-11-21,MDT,1.25,1.18,bmo,7984000000.0,7926444387.0,2025-04-25,2023-10-27,MDT,bmo,False,True
2024-02-20,MDT,1.3,1.26,bmo,8089000000.0,7952964492.0,2025-04-25,2024-01-26,MDT,bmo,False,True
2024-05-23,MDT,1.46,1.45,bmo,8589000000.0,8450472113.0,2025-04-25,2024-04-26,MDT,bmo,False,True
2024-08-20,MDT,1.23,1.2,bmo,7915000000.0,7898594004.0,2025-04-25,2024-07-26,MDT,bmo,False,True
2024-11-19,MDT,1.26,1.25,bmo,8403000000.0,8274681080.0,2025-04-25,2024-10-25,MDT,bmo,False,True
2025-02-18,MDT,1.39,1.36,bmo,8292000000.0,8327352632.0,2025-05-18,2025-01-24,MDT,bmo,False,True
2025-05-21,MDT,1.62,1.58,bmo,8927000000.0,8818635389.0,2025-08-20,2025-04-25,MDT,bmo,False,True
2025-08-19,MDT,1.26,1.23,bmo,8578000000.0,8378552487.0,2025-11-19,2025-07-25,MDT,bmo,False,True
2025-11-18,MDT,1.36,1.31,bmo,8961000000.0,8867005779.0,2026-02-18,2025-10-24,MDT,bmo,False,True
2026-02-17,MDT,1.36,1.34,bmo,9017000000.0,8910854000.0,2026-04-17,2026-01-23,MDT,bmo,False,True
2026-05-20,MDT,,1.55,bmo,,9636726000.0,2026-04-17,2026-04-29,MDT,bmo,False,True
1998-12-30,MET,-0.1745,,amc,250000000.0,,2025-04-25,1998-12-31,MET,amc,True,False
1999-03-30,MET,0.3074,,amc,339000000.0,,2025-04-25,1999-03-31,MET,amc,True,False
1999-06-29,MET,-0.16107,,amc,312000000.0,,2025-04-25,1999-06-30,MET,amc,True,False
1999-09-29,MET,0.3248,,amc,368000000.0,,2025-04-25,1999-09-30,MET,amc,True,False
1999-12-30,MET,0.357,,amc,419000000.0,,2025-04-25,1999-12-31,MET,amc,True,False
2000-08-09,MET,0.48,0.48,bmo,7666000000.0,6570000000.0,2025-04-25,2000-03-31,MET,bmo,False,True
2000-08-14,MET,-0.1484,,amc,6570000000.0,,2025-04-25,2000-06-30,MET,amc,True,False
2000-11-07,MET,0.49,0.49,bmo,7672000000.0,6253000000.0,2025-04-25,2000-09-30,MET,bmo,False,True
2001-02-13,MET,0.51,0.51,bmo,11458000000.0,11458000000.0,2025-04-25,2000-12-31,MET,bmo,False,True
2001-05-08,MET,0.49,0.47,bmo,7790000000.0,7631808510.0,2025-04-25,2001-03-31,MET,bmo,False,True
2001-08-07,MET,0.54,0.53,bmo,7811000000.0,7663622641.0,2025-04-25,2001-06-30,MET,bmo,False,True
2001-11-06,MET,0.3,0.3,bmo,7817000000.0,7970000000.0,2025-04-25,2001-09-30,MET,bmo,False,True
2002-02-12,MET,0.59,0.58,bmo,8176000000.0,8035034482.0,2025-04-25,2001-12-31,MET,bmo,False,True
2002-05-07,MET,0.54,0.58,bmo,7975000000.0,8553862068.0,2025-04-25,2002-03-31,MET,bmo,False,True
2002-08-05,MET,0.69,0.64,bmo,8201000000.0,7625750000.0,2025-04-25,2002-06-30,MET,bmo,False,True
2002-11-05,MET,0.69,0.6,bmo,8124000000.0,6905400000.0,2025-04-25,2002-09-30,MET,bmo,False,True
2003-02-10,MET,0.65,0.64,bmo,8801000000.0,8663484375.0,2025-04-25,2002-12-31,MET,bmo,False,True
2003-05-05,MET,0.62,0.65,bmo,8362000000.0,8763630769.0,2025-04-25,2003-03-31,MET,bmo,False,True
2003-08-04,MET,0.89,0.7,bmo,8863000000.0,6468257142.0,2025-04-25,2003-06-30,MET,bmo,False,True
2003-11-03,MET,0.81,0.73,bmo,8721000000.0,7849863013.0,2025-04-25,2003-09-30,MET,bmo,False,True
2004-02-10,MET,0.74,0.74,bmo,9746000000.0,9746000000.0,2025-04-25,2003-12-31,MET,bmo,False,True
2004-05-03,MET,0.78,0.75,bmo,9417000000.0,9122880000.0,2025-04-25,2004-03-31,MET,bmo,False,True
2004-07-28,MET,0.88,0.77,bmo,9471000000.0,8210571428.0,2025-04-25,2004-06-30,MET,bmo,False,True
2004-10-27,MET,0.82,0.79,bmo,9972000000.0,9666430379.0,2025-04-25,2004-09-30,MET,bmo,False,True
2005-02-09,MET,0.87,0.83,bmo,10053000000.0,9568518072.0,2025-04-25,2004-12-31,MET,bmo,False,True
2005-05-03,MET,1.11,0.86,bmo,10257000000.0,7301558139.0,2025-04-25,2005-03-31,MET,bmo,False,True
2005-07-28,MET,1.17,0.92,bmo,10955000000.0,7973728260.0,2025-04-25,2005-06-30,MET,bmo,False,True
2005-10-27,MET,1.01,0.93,bmo,11988000000.0,10978709677.0,2025-04-25,2005-09-30,MET,bmo,False,True
2006-02-09,MET,1.04,1.01,bmo,11546000000.0,11203049504.0,2025-04-25,2005-12-31,MET,bmo,False,True
2006-04-27,MET,1.33,1.09,bmo,11532000000.0,9034174311.0,2025-04-25,2006-03-31,MET,bmo,False,True
2006-07-31,MET,1.28,1.14,bmo,11351000000.0,10007894736.0,2025-04-25,2006-06-30,MET,bmo,False,True
2006-10-30,MET,1.24,1.17,bmo,12528000000.0,11800085470.0,2025-04-25,2006-09-30,MET,bmo,False,True
2007-02-13,MET,1.36,1.18,bmo,12893000000.0,1068941176.0,2025-04-25,2006-12-31,MET,bmo,False,True
2007-05-01,MET,1.41,1.28,bmo,12912000000.0,1161985815.0,2025-04-25,2007-03-31,MET,bmo,False,True
2007-07-31,MET,1.72,1.34,bmo,13217000000.0,1019023255.0,2025-04-25,2007-06-30,MET,bmo,False,True
2007-10-31,MET,1.52,1.39,bmo,11678000000.0,9835164473.0,2025-04-25,2007-09-30,MET,bmo,False,True
2008-02-06,MET,1.6,1.43,bmo,13821000000.0,4218499999.0,2025-04-25,2007-12-31,MET,bmo,False,True
2008-05-01,MET,1.52,1.48,bmo,11624000000.0,1360236842.0,2025-04-25,2008-03-31,MET,bmo,False,True
2008-07-29,MET,1.3,1.51,bmo,12049000000.0,1621507692.0,2025-04-25,2008-06-30,MET,bmo,False,True
2008-10-29,MET,0.88,0.89,bmo,13351000000.0,1367363636.0,2025-04-25,2008-09-30,MET,bmo,False,True
2009-02-03,MET,0.19,0.14,bmo,13885000000.0,910736842.0,2025-04-25,2008-12-31,MET,bmo,False,True
2009-04-30,MET,0.2,0.34,bmo,10214000000.0,2011100000.0,2025-04-25,2009-03-31,MET,bmo,False,True
2009-07-30,MET,0.88,0.68,amc,8265000000.0,939636363.0,2025-04-25,2009-06-30,MET,amc,True,False
2009-10-29,MET,0.87,0.87,amc,10238000000.0,1251000000.0,2025-04-25,2009-09-30,MET,amc,True,False
2010-02-02,MET,0.96,0.95,amc,12341000000.0,1536822916.0,2025-04-25,2009-12-31,MET,amc,True,False
2010-04-29,MET,1.01,0.97,amc,13100000000.0,1349356435.0,2025-04-25,2010-03-31,MET,amc,True,False
2010-07-29,MET,1.23,1.0,amc,14138000000.0,1204878048.0,2025-04-25,2010-06-30,MET,amc,True,False
2010-10-28,MET,0.99,1.03,amc,12338000000.0,1510666666.0,2025-04-25,2010-09-30,MET,amc,True,False
2011-02-09,MET,1.14,1.1,amc,12837000000.0,1629736842.0,2025-04-25,2010-12-31,MET,amc,True,False
2011-05-04,MET,1.33,1.26,amc,15908000000.0,1789578947.0,2025-04-25,2011-03-31,MET,amc,True,False
2011-07-28,MET,1.24,1.1,amc,17146000000.0,1746693548.0,2025-04-25,2011-06-30,MET,amc,True,False
2011-10-27,MET,1.11,1.06,amc,17017000000.0,1908000000.0,2025-04-25,2011-09-30,MET,amc,True,False
2012-02-14,MET,1.31,1.25,amc,16745000000.0,1860687022.0,2025-04-25,2011-12-31,MET,amc,True,False
2012-04-26,MET,1.37,1.29,amc,15916000000.0,1956656934.0,2025-04-25,2012-03-31,MET,amc,True,False
2012-08-01,MET,1.33,1.24,amc,16789000000.0,1955097744.0,2025-04-25,2012-06-30,MET,amc,True,False
2012-10-31,MET,1.32,1.28,amc,16503000000.0,2066424242.0,2025-04-25,2012-09-30,MET,amc,True,False
2013-02-13,MET,1.25,1.18,amc,17333000000.0,2124000000.0,2025-04-25,2012-12-31,MET,amc,True,False
2013-05-01,MET,1.48,1.3,amc,17683000000.0,2012364864.0,2025-04-25,2013-03-31,MET,amc,True,False
2013-07-31,MET,1.44,1.33,amc,15721000000.0,2189881944.0,2025-04-25,2013-06-30,MET,amc,True,False
2013-10-30,MET,1.34,1.36,amc,16337000000.0,2389701492.0,2025-04-25,2013-09-30,MET,amc,True,False
2014-02-12,MET,1.37,1.3,amc,18458000000.0,2293503649.0,2025-04-25,2013-12-31,MET,amc,True,False
2014-04-30,MET,1.37,1.39,amc,17017000000.0,2456343065.0,2025-04-25,2014-03-31,MET,amc,True,False
2014-07-30,MET,1.39,1.45,amc,18266000000.0,2493366906.0,2025-04-25,2014-06-30,MET,amc,True,False
2014-10-29,MET,1.6,1.42,amc,18637000000.0,2266649999.0,2025-04-25,2014-09-30,MET,amc,True,False
2015-02-11,MET,1.38,1.37,amc,19119000000.0,2403652173.0,2025-04-25,2014-12-31,MET,amc,True,False
2015-05-06,MET,1.44,1.41,amc,18323000000.0,2344125000.0,2025-04-25,2015-03-31,MET,amc,True,False
2015-07-29,MET,1.56,1.5,amc,16166000000.0,2324782051.0,2025-04-25,2015-06-30,MET,amc,True,False
2015-11-04,MET,0.62,0.71,amc,18031000000.0,2875741935.0,2025-04-25,2015-09-30,MET,amc,True,False
2016-02-03,MET,1.23,1.37,amc,17044000000.0,2579577235.0,2025-04-25,2015-12-31,MET,amc,True,False
2016-05-04,MET,1.2,1.38,amc,18421000000.0,2695600000.0,2025-04-25,2016-03-31,MET,amc,True,False
2016-08-03,MET,0.83,1.35,amc,15244000000.0,718915662.0,2025-04-25,2016-06-30,MET,amc,True,False
2016-11-02,MET,1.28,1.14,amc,15802000000.0,1194328124.0,2025-04-25,2016-09-30,MET,amc,True,False
2017-02-01,MET,1.35,1.34,amc,12076000000.0,1430156250.0,2025-04-25,2016-12-31,MET,amc,True,False
2017-05-03,MET,1.46,1.27,amc,14952000000.0,1451428571.0,2025-04-25,2017-03-31,MET,amc,True,False
2017-08-02,MET,1.3,1.28,amc,15324000000.0,1678769230.0,2025-04-25,2017-06-30,MET,amc,True,False
2017-11-01,MET,1.09,0.9,amc,16157000000.0,1179082568.0,2025-04-25,2017-09-30,MET,amc,True,False
2018-02-13,MET,1.11,1.1,amc,15833000000.0,1358000000.0,2025-04-25,2017-12-31,MET,amc,True,False
2018-05-02,MET,1.36,1.17,amc,14805000000.0,1197529411.0,2025-04-25,2018-03-31,MET,amc,True,False
2018-08-01,MET,1.3,1.17,amc,21185000000.0,1232999999.0,2025-04-25,2018-06-30,MET,amc,True,False
2018-11-01,MET,1.38,1.25,amc,16289000000.0,1235949275.0,2025-04-25,2018-09-30,MET,amc,True,False
2019-02-06,MET,1.35,1.3,amc,15662000000.0,1324562962.0,2025-04-25,2018-12-31,MET,amc,True,False
2019-05-01,MET,1.48,1.27,amc,16302000000.0,1171317567.0,2025-04-25,2019-03-31,MET,amc,True,False
2019-07-31,MET,1.38,1.34,amc,17497000000.0,1371072463.0,2025-04-25,2019-06-30,MET,amc,True,False
2019-10-30,MET,1.27,1.41,amc,18678000000.0,1587401574.0,2025-04-25,2019-09-30,MET,amc,True,False
2020-02-05,MET,1.98,1.4,amc,17143000000.0,965999999.0,2025-04-25,2019-12-31,MET,amc,True,False
2020-05-06,MET,1.58,1.45,amc,18310000000.0,16529861111.0,2025-04-25,2020-03-31,MET,amc,True,False
2020-08-05,MET,0.83,0.96,amc,14099000000.0,15195588888.0,2025-04-25,2020-06-30,MET,amc,True,False
2020-11-04,MET,1.73,1.65,amc,16015000000.0,14286416149.0,2025-04-25,2020-09-30,MET,amc,True,False
2021-02-03,MET,2.03,1.53,amc,19418000000.0,19354125000.0,2025-04-25,2020-12-31,MET,amc,True,False
2021-05-05,MET,2.2,1.48,amc,15562000000.0,15985400000.0,2025-04-25,2021-03-31,MET,amc,True,False
2021-08-04,MET,2.37,1.61,amc,18524000000.0,16239000000.0,2025-04-25,2021-06-30,MET,amc,True,False
2021-11-03,MET,2.39,1.66,amc,16905000000.0,16302700000.0,2025-04-25,2021-09-30,MET,amc,True,False
2022-02-02,MET,2.17,1.42,amc,20089000000.0,17669059082.0,2025-04-25,2021-12-31,MET,amc,True,False
2022-05-04,MET,2.08,1.63,amc,14246000000.0,16777409027.0,2025-04-25,2022-03-31,MET,amc,True,False
2022-08-03,MET,2.0,1.55,amc,15277000000.0,16038825871.0,2025-04-25,2022-06-30,MET,amc,True,False
2022-11-02,MET,1.21,1.17,amc,22484000000.0,20581433292.0,2025-04-25,2022-09-30,MET,amc,True,False
2023-02-01,MET,1.55,1.65,amc,16835000000.0,17215330406.0,2025-04-25,2022-12-31,MET,amc,True,False
2023-05-03,MET,1.52,1.85,amc,15388000000.0,17177600000.0,2025-04-25,2023-03-31,MET,amc,True,False
2023-08-02,MET,1.94,1.85,amc,16623000000.0,17484200000.0,2025-04-25,2023-06-30,MET,amc,True,False
2023-11-01,MET,1.97,1.99,amc,15866000000.0,17679600000.0,2025-04-25,2023-09-30,MET,amc,True,False
2024-01-31,MET,1.93,1.88,amc,19028000000.0,18456634738.0,2025-04-25,2023-12-31,MET,amc,True,False
2024-05-01,MET,1.83,1.84,amc,16057000000.0,17727974768.0,2025-04-25,2024-03-31,MET,amc,True,False
2024-07-31,MET,2.28,2.1,amc,17823000000.0,18567850133.0,2025-04-25,2024-06-30,MET,amc,True,False
2024-10-30,MET,1.95,2.17,amc,18440000000.0,18656945716.0,2025-04-25,2024-09-30,MET,amc,True,False
2025-02-05,MET,2.08,2.11,amc,18376000000.0,19504102560.0,2025-05-05,2024-12-31,MET,amc,True,False
2025-04-30,MET,1.96,2.0,amc,18284000000.0,18372777473.0,2025-07-30,2025-03-31,MET,amc,True,False
2025-08-06,MET,2.02,2.15,amc,17340000000.0,18534800320.0,2025-11-06,2025-06-30,MET,amc,True,False
2025-11-05,MET,2.34,2.31,amc,16881000000.0,18641273670.0,2026-02-05,2025-09-30,MET,amc,True,False
2026-02-04,MET,2.58,2.34,amc,23814000000.0,27218300000.0,2026-04-17,2025-12-31,MET,amc,True,False
2026-05-06,MET,,2.21,amc,,19459080000.0,2026-04-17,2026-03-31,MET,amc,True,False
2011-03-31,META,0.09116,,amc,731000000.0,,2025-04-25,2011-03-31,META,amc,True,False
2011-06-30,META,0.0939,,amc,895000000.0,,2025-04-25,2011-06-30,META,amc,True,False
2011-09-30,META,0.08881,,amc,954000000.0,,2025-04-25,2011-09-30,META,amc,True,False
2011-12-31,META,0.1182,,amc,1131000000.0,,2025-04-25,2011-12-31,META,amc,True,False
2012-07-26,META,0.12,0.12,amc,1058000000.0,1184000000.0,2025-04-25,2012-03-31,META,amc,True,False
