date,symbol,eps,epsestimated,time,revenue,revenueestimated,updatedfromdate,fiscaldateending,ticker,time_raw,is_amc,is_bmo
2017-11-15,CSCO,0.61,0.6,amc,12136000000.0,11937049180.0,2025-04-25,2017-10-28,CSCO,amc,True,False
2018-02-14,CSCO,0.63,0.59,amc,11887000000.0,11132269841.0,2025-04-25,2018-01-27,CSCO,amc,True,False
2018-05-16,CSCO,0.66,0.65,amc,12463000000.0,12274166666.0,2025-04-25,2018-04-28,CSCO,amc,True,False
2018-08-15,CSCO,0.7,0.69,amc,12844000000.0,12660514285.0,2025-04-25,2018-07-28,CSCO,amc,True,False
2018-11-14,CSCO,0.75,0.72,amc,13072000000.0,12549120000.0,2025-04-25,2018-10-27,CSCO,amc,True,False
2019-02-13,CSCO,0.73,0.72,amc,12446000000.0,12275506849.0,2025-04-25,2019-01-26,CSCO,amc,True,False
2019-05-15,CSCO,0.78,0.77,amc,12958000000.0,12791871794.0,2025-04-25,2019-04-27,CSCO,amc,True,False
2019-08-14,CSCO,0.83,0.82,amc,13428000000.0,13266216867.0,2025-04-25,2019-07-27,CSCO,amc,True,False
2019-11-13,CSCO,0.84,0.81,amc,13159000000.0,12689035714.0,2025-04-25,2019-10-26,CSCO,amc,True,False
2020-02-12,CSCO,0.77,0.76,amc,12005000000.0,11849090909.0,2025-04-25,2020-01-25,CSCO,amc,True,False
2020-05-13,CSCO,0.79,0.69,amc,11983000000.0,10466164556.0,2025-04-25,2020-04-25,CSCO,amc,True,False
2020-08-12,CSCO,0.8,0.74,amc,12154000000.0,11242450000.0,2025-04-25,2020-07-25,CSCO,amc,True,False
2020-11-12,CSCO,0.76,0.71,amc,11929000000.0,10906514285.0,2025-04-25,2020-10-24,CSCO,amc,True,False
2021-02-09,CSCO,0.79,0.76,amc,11960000000.0,11487894736.0,2025-04-25,2021-01-23,CSCO,amc,True,False
2021-05-19,CSCO,0.83,0.82,amc,12803000000.0,,2025-04-25,2021-05-01,CSCO,amc,True,False
2021-08-18,CSCO,0.84,0.82,amc,13126000000.0,12987300000.0,2025-04-25,2021-07-31,CSCO,amc,True,False
2021-11-17,CSCO,0.82,0.8,amc,12900000000.0,12987300000.0,2025-04-25,2021-10-30,CSCO,amc,True,False
2022-02-16,CSCO,0.84,0.81,amc,12720000000.0,12663781128.0,2025-04-25,2022-01-29,CSCO,amc,True,False
2022-05-18,CSCO,0.87,0.86,amc,12835000000.0,13367326943.0,2025-04-25,2022-04-30,CSCO,amc,True,False
2022-08-17,CSCO,0.83,0.82,amc,13102000000.0,12732066990.0,2025-04-25,2022-07-30,CSCO,amc,True,False
2022-11-16,CSCO,0.86,0.84,amc,13632000000.0,13312659211.0,2025-04-25,2022-10-29,CSCO,amc,True,False
2023-02-15,CSCO,0.88,0.86,amc,13592000000.0,13419365106.0,2025-04-25,2023-01-28,CSCO,amc,True,False
2023-05-17,CSCO,1.0,0.97,amc,14571000000.0,14393900000.0,2025-04-25,2023-04-29,CSCO,amc,True,False
2023-08-16,CSCO,1.14,1.06,amc,15203000000.0,15049900000.0,2025-04-25,2023-07-29,CSCO,amc,True,False
2023-11-15,CSCO,1.11,1.03,amc,14668000000.0,13785900000.0,2025-04-25,2023-10-28,CSCO,amc,True,False
2024-02-14,CSCO,0.87,0.839,amc,12791000000.0,12706333712.0,2025-04-25,2024-01-27,CSCO,amc,True,False
2024-05-15,CSCO,0.88,0.828,amc,12702000000.0,12534414719.0,2025-04-25,2024-04-27,CSCO,amc,True,False
2024-08-14,CSCO,0.87,0.849,amc,13642000000.0,13534689421.0,2025-04-25,2024-07-27,CSCO,amc,True,False
2024-11-13,CSCO,0.91,0.872,amc,13841000000.0,13775382648.0,2025-04-25,2024-10-26,CSCO,amc,True,False
2025-02-12,CSCO,0.94,0.91,amc,13991000000.0,13870805641.0,2025-05-12,2025-01-25,CSCO,amc,True,False
2025-05-14,CSCO,0.96,0.917,amc,14149000000.0,14047984307.0,2025-08-14,2025-04-26,CSCO,amc,True,False
2025-08-13,CSCO,0.99,0.977,amc,14673000000.0,14615557750.0,2025-11-12,2025-07-31,CSCO,amc,True,False
2025-11-12,CSCO,1.0,0.982,amc,14883000000.0,14775465984.0,2026-02-12,2025-10-25,CSCO,amc,True,False
2026-02-11,CSCO,1.04,1.02,amc,15349000000.0,15112490000.0,2026-04-17,2026-01-24,CSCO,amc,True,False
2026-05-13,CSCO,,1.04,amc,,15543320000.0,2026-04-17,2026-04-30,CSCO,amc,True,False
1985-09-29,CVS,0.1,,bmo,1140300000.0,,2025-04-25,1985-09-30,CVS,bmo,False,True
1985-12-30,CVS,0.1213,,bmo,4774900000.0,,2025-04-25,1985-12-31,CVS,bmo,False,True
1986-03-30,CVS,0.025,,bmo,1028000000.0,,2025-04-25,1986-03-31,CVS,bmo,False,True
1986-06-29,CVS,0.11,,bmo,1244700000.0,,2025-04-25,1986-06-30,CVS,bmo,False,True
1986-09-29,CVS,0.11,,bmo,1259700000.0,,2025-04-25,1986-09-30,CVS,bmo,False,True
1986-12-30,CVS,0.1376,,bmo,5262400000.0,,2025-04-25,1986-12-31,CVS,bmo,False,True
1987-03-30,CVS,0.02,,bmo,1073900000.0,,2025-04-25,1987-03-31,CVS,bmo,False,True
1987-06-29,CVS,0.15,,bmo,1449000000.0,,2025-04-25,1987-06-30,CVS,bmo,False,True
1987-09-29,CVS,0.12,,bmo,1392900000.0,,2025-04-25,1987-09-30,CVS,bmo,False,True
1987-12-30,CVS,0.1651,,bmo,5930300000.0,,2025-04-25,1987-12-31,CVS,bmo,False,True
1988-03-30,CVS,0.055,,bmo,1394200000.0,,2025-04-25,1988-03-31,CVS,bmo,False,True
1988-06-29,CVS,0.14,,bmo,1470200000.0,,2025-04-25,1988-06-30,CVS,bmo,False,True
1988-09-29,CVS,0.16,,bmo,1624600000.0,,2025-04-25,1988-09-30,CVS,bmo,False,True
1988-12-30,CVS,0.2034,,bmo,6780400000.0,,2025-04-25,1988-12-31,CVS,bmo,False,True
1989-03-30,CVS,0.055,,bmo,1529100000.0,,2025-04-25,1989-03-31,CVS,bmo,False,True
1989-06-29,CVS,0.14,,bmo,1675300000.0,,2025-04-25,1989-06-30,CVS,bmo,False,True
1989-09-29,CVS,0.155,,bmo,1830700000.0,,2025-04-25,1989-09-30,CVS,bmo,False,True
1989-12-30,CVS,0.498,,bmo,2519000000.0,,2025-04-25,1989-12-31,CVS,bmo,False,True
1990-03-30,CVS,0.01896,,bmo,1617800000.0,,2025-04-25,1990-03-31,CVS,bmo,False,True
1990-06-29,CVS,0.18,,bmo,1949200000.0,,2025-04-25,1990-06-30,CVS,bmo,False,True
1990-09-29,CVS,0.15,,bmo,2023000000.0,,2025-04-25,1990-09-30,CVS,bmo,False,True
1990-12-30,CVS,0.548,,bmo,3096700000.0,,2025-04-25,1990-12-31,CVS,bmo,False,True
1991-03-30,CVS,-0.00583,,bmo,2046400000.0,,2025-04-25,1991-03-31,CVS,bmo,False,True
1991-06-29,CVS,0.135,,bmo,2268900000.0,,2025-04-25,1991-06-30,CVS,bmo,False,True
1991-09-29,CVS,0.125,,bmo,2316100000.0,,2025-04-25,1991-09-30,CVS,bmo,False,True
1991-12-30,CVS,0.525,,bmo,3254700000.0,,2025-04-25,1991-12-31,CVS,bmo,False,True
1992-03-30,CVS,-0.03048,,bmo,2059400000.0,,2025-04-25,1992-03-31,CVS,bmo,False,True
1992-06-29,CVS,0.1897,,bmo,2495100000.0,,2025-04-25,1992-06-30,CVS,bmo,False,True
1992-12-30,CVS,0.02927,,bmo,3487800000.0,,2025-04-25,1992-12-31,CVS,bmo,False,True
1993-02-12,CVS,0.61,0.62,bmo,2390600000.0,,2025-04-25,1992-09-30,CVS,bmo,False,True
1993-04-20,CVS,-0.06,-0.044,bmo,2033000000.0,,2025-04-25,1993-03-31,CVS,bmo,False,True
1993-07-20,CVS,0.17,0.18,bmo,2537400000.0,,2025-04-25,1993-06-30,CVS,bmo,False,True
1993-10-19,CVS,0.09,0.11,bmo,2355400000.0,,2025-04-25,1993-09-30,CVS,bmo,False,True
1994-02-11,CVS,0.56,0.58,bmo,3509600000.0,,2025-04-25,1993-12-31,CVS,bmo,False,True
1994-04-26,CVS,-0.0056,-0.00379,bmo,2379800000.0,,2025-04-25,1994-03-31,CVS,bmo,False,True
1994-07-26,CVS,0.1,0.13,bmo,2507500000.0,,2025-04-25,1994-06-30,CVS,bmo,False,True
1994-10-25,CVS,0.11,0.1,bmo,2737000000.0,,2025-04-25,1994-10-01,CVS,bmo,False,True
1995-02-16,CVS,0.49,0.51,bmo,3661300000.0,,2025-04-25,1994-12-31,CVS,bmo,False,True
1995-04-25,CVS,-0.07,-0.05,bmo,2492000000.0,,2025-04-25,1995-04-01,CVS,bmo,False,True
1995-07-25,CVS,0.06,0.1,bmo,2770200000.0,,2025-04-25,1995-07-01,CVS,bmo,False,True
1995-10-24,CVS,-0.00551,0.06,bmo,2814000000.0,,2025-04-25,1995-09-30,CVS,bmo,False,True
1996-02-15,CVS,0.39,0.37,bmo,1612900000.0,,2025-04-25,1995-12-31,CVS,bmo,False,True
1996-04-23,CVS,0.03,-0.05,bmo,1744700000.0,,2025-04-25,1996-03-31,CVS,bmo,False,True
1996-07-23,CVS,0.1,0.1,bmo,2674700000.0,,2025-04-25,1996-06-29,CVS,bmo,False,True
1996-10-22,CVS,0.06,0.06,bmo,1356300000.0,,2025-04-25,1996-09-28,CVS,bmo,False,True
1997-02-05,CVS,0.11,0.1,bmo,1549900000.0,1394910000.0,2025-04-25,1996-12-31,CVS,bmo,False,True
1997-04-24,CVS,0.13,0.11,bmo,3160800000.0,2875230769.0,2025-04-25,1997-03-29,CVS,bmo,False,True
1997-07-28,CVS,0.13,0.12,bmo,3160600000.0,3144923076.0,2025-04-25,1997-06-28,CVS,bmo,False,True
1997-10-22,CVS,0.1,0.1,bmo,3328700000.0,3329000000.0,2025-04-25,1997-09-27,CVS,bmo,False,True
1998-02-09,CVS,0.15,0.15,bmo,3336400000.0,3336400000.0,2025-04-25,1997-12-31,CVS,bmo,False,True
1998-05-06,CVS,0.17,0.16,bmo,3601500000.0,3390117647.0,2025-04-25,1998-03-28,CVS,bmo,False,True
1998-07-29,CVS,0.16,0.15,bmo,3755900000.0,3521250000.0,2025-04-25,1998-06-27,CVS,bmo,False,True
1998-10-28,CVS,0.13,0.12,bmo,3725100000.0,3438461538.0,2025-04-25,1998-09-26,CVS,bmo,False,True
1999-01-28,CVS,0.18,0.18,bmo,4191100000.0,4191000000.0,2025-04-25,1998-12-31,CVS,bmo,False,True
1999-04-28,CVS,0.21,0.19,bmo,4240500000.0,3837095238.0,2025-04-25,1999-03-27,CVS,bmo,False,True
1999-07-28,CVS,0.2,0.19,bmo,4362400000.0,4143900000.0,2025-04-25,1999-06-26,CVS,bmo,False,True
1999-10-27,CVS,0.15,0.15,bmo,4311800000.0,4312000000.0,2025-04-25,1999-09-25,CVS,bmo,False,True
2000-02-08,CVS,0.23,0.22,bmo,5183600000.0,4948363636.0,2025-04-25,2000-01-01,CVS,bmo,False,True
2000-05-09,CVS,0.24,0.23,bmo,4739500000.0,4542500000.0,2025-04-25,2000-04-01,CVS,bmo,False,True
2000-08-01,CVS,0.23,0.23,bmo,4942800000.0,4943000000.0,2025-04-25,2000-07-01,CVS,bmo,False,True
2000-10-30,CVS,0.18,0.18,bmo,4916400000.0,4916000000.0,2025-04-25,2000-09-30,CVS,bmo,False,True
2001-02-06,CVS,0.26,0.26,bmo,5488800000.0,5489000000.0,2025-04-25,2000-12-30,CVS,bmo,False,True
2001-05-02,CVS,0.27,0.27,bmo,5385900000.0,5386000000.0,2025-04-25,2001-03-31,CVS,bmo,False,True
2001-07-31,CVS,0.24,0.24,bmo,5494200000.0,5494000000.0,2025-04-25,2001-06-30,CVS,bmo,False,True
2001-10-30,CVS,0.15,0.15,bmo,5410800000.0,5411000000.0,2025-04-25,2001-09-29,CVS,bmo,False,True
2002-02-05,CVS,0.12,0.12,bmo,5950500000.0,5951000000.0,2025-04-25,2001-12-29,CVS,bmo,False,True
2002-05-08,CVS,0.22,0.21,bmo,5970700000.0,5699590909.0,2025-04-25,2002-03-30,CVS,bmo,False,True
2002-07-31,CVS,0.22,0.21,bmo,5989500000.0,5717727272.0,2025-04-25,2002-06-29,CVS,bmo,False,True
2002-10-30,CVS,0.2,0.19,bmo,5876400000.0,5566736842.0,2025-04-25,2002-09-28,CVS,bmo,False,True
2003-02-04,CVS,0.25,0.23,bmo,6344800000.0,5837400000.0,2025-04-25,2002-12-28,CVS,bmo,False,True
2003-05-06,CVS,0.24,0.24,bmo,6312800000.0,6313000000.0,2025-04-25,2003-03-29,CVS,bmo,False,True
2003-07-30,CVS,0.25,0.24,bmo,6444900000.0,6187200000.0,2025-04-25,2003-06-28,CVS,bmo,False,True
2003-10-29,CVS,0.23,0.23,bmo,6378100000.0,6378000000.0,2025-04-25,2003-09-27,CVS,bmo,False,True
2004-02-12,CVS,0.32,0.29,bmo,7452200000.0,6753374999.0,2025-04-25,2004-01-03,CVS,bmo,False,True
2004-05-05,CVS,0.3,0.28,bmo,6818600000.0,6364400000.0,2025-04-25,2004-04-03,CVS,bmo,False,True
2004-08-04,CVS,0.28,0.27,bmo,6943100000.0,6695035714.0,2025-04-25,2004-07-03,CVS,bmo,False,True
2004-11-04,CVS,0.22,0.21,bmo,7909400000.0,7549499999.0,2025-04-25,2004-10-02,CVS,bmo,False,True
2005-02-02,CVS,0.28,0.27,bmo,8923200000.0,8604321428.0,2025-04-25,2005-01-01,CVS,bmo,False,True
2005-05-05,CVS,0.35,0.34,bmo,9182200000.0,8919657142.0,2025-04-25,2005-04-02,CVS,bmo,False,True
2005-08-03,CVS,0.33,0.31,bmo,9121600000.0,8569151515.0,2025-04-25,2005-07-02,CVS,bmo,False,True
2005-11-03,CVS,0.3,0.3,bmo,8970400000.0,8970000000.0,2025-04-25,2005-10-01,CVS,bmo,False,True
2006-02-02,CVS,0.41,0.4,bmo,9732000000.0,9494634146.0,2025-04-25,2005-12-31,CVS,bmo,False,True
2006-05-04,CVS,0.39,0.38,bmo,9979200000.0,9724102564.0,2025-04-25,2006-04-01,CVS,bmo,False,True
2006-08-03,CVS,0.4,0.37,bmo,10564400000.0,9771700000.0,2025-04-25,2006-07-01,CVS,bmo,False,True
2006-11-01,CVS,0.33,0.32,bmo,11208800000.0,10869333333.0,2025-04-25,2006-09-30,CVS,bmo,False,True
2007-02-01,CVS,0.45,0.44,bmo,12066300000.0,11799822222.0,2025-04-25,2006-12-30,CVS,bmo,False,True
2007-05-08,CVS,0.43,0.45,bmo,13184600000.0,13802441860.0,2025-04-25,2007-03-31,CVS,bmo,False,True
2007-08-02,CVS,0.47,0.46,bmo,20703300000.0,20262510638.0,2025-04-25,2007-06-30,CVS,bmo,False,True
2007-11-01,CVS,0.45,0.44,bmo,20495200000.0,20039555555.0,2025-04-25,2007-09-29,CVS,bmo,False,True
2008-01-31,CVS,0.55,0.55,bmo,21942400000.0,21942000000.0,2025-04-25,2007-12-29,CVS,bmo,False,True
2008-05-01,CVS,0.55,0.55,bmo,21326000000.0,21326000000.0,2025-04-25,2008-03-29,CVS,bmo,False,True
2008-07-31,CVS,0.6,0.6,bmo,21140300000.0,21140000000.0,2025-04-25,2008-06-28,CVS,bmo,False,True
2008-10-30,CVS,0.6,0.6,bmo,20863400000.0,20863000000.0,2025-04-25,2008-09-27,CVS,bmo,False,True
2009-02-19,CVS,0.7,0.69,bmo,24142200000.0,23797114285.0,2025-04-25,2008-12-31,CVS,bmo,False,True
2009-05-05,CVS,0.55,0.54,bmo,23394000000.0,22968654545.0,2025-04-25,2009-03-31,CVS,bmo,False,True
2009-08-04,CVS,0.65,0.64,bmo,24871000000.0,24488369230.0,2025-04-25,2009-06-30,CVS,bmo,False,True
2009-11-05,CVS,0.65,0.64,bmo,24642000000.0,24262892307.0,2025-04-25,2009-09-30,CVS,bmo,False,True
2010-02-08,CVS,0.79,0.78,bmo,25822100000.0,25495139240.0,2025-04-25,2009-12-31,CVS,bmo,False,True
2010-05-04,CVS,0.6,0.58,bmo,23760000000.0,22968000000.0,2025-04-25,2010-03-31,CVS,bmo,False,True
2010-07-28,CVS,0.65,0.68,bmo,24007000000.0,24812676923.0,2025-04-25,2010-06-30,CVS,bmo,False,True
2010-11-03,CVS,0.65,0.65,bmo,23711000000.0,23711000000.0,2025-04-25,2010-09-30,CVS,bmo,False,True
2011-02-03,CVS,0.8,0.79,bmo,24772000000.0,24281637500.0,2025-04-25,2010-12-31,CVS,bmo,False,True
2011-05-05,CVS,0.57,0.55,bmo,25695000000.0,24793421052.0,2025-04-25,2011-03-31,CVS,bmo,False,True
2011-08-04,CVS,0.65,0.64,bmo,26414000000.0,26007630769.0,2025-04-25,2011-06-30,CVS,bmo,False,True
2011-11-03,CVS,0.7,0.68,bmo,26674000000.0,25911885714.0,2025-04-25,2011-09-30,CVS,bmo,False,True
2012-02-08,CVS,0.89,0.89,bmo,28317000000.0,28317000000.0,2025-04-25,2011-12-31,CVS,bmo,False,True
2012-05-02,CVS,0.65,0.63,bmo,30798000000.0,29850369230.0,2025-04-25,2012-03-31,CVS,bmo,False,True
2012-08-07,CVS,0.81,0.8,bmo,30714000000.0,30334814814.0,2025-04-25,2012-06-30,CVS,bmo,False,True
2012-11-06,CVS,0.85,0.84,bmo,30227000000.0,29871388235.0,2025-04-25,2012-09-30,CVS,bmo,False,True
2013-02-06,CVS,1.14,1.1,bmo,31394000000.0,30279912280.0,2025-04-25,2012-12-31,CVS,bmo,False,True
2013-05-01,CVS,0.83,0.79,bmo,30751000000.0,29269024096.0,2025-04-25,2013-03-31,CVS,bmo,False,True
2013-08-06,CVS,0.97,0.96,bmo,31248000000.0,30925855670.0,2025-04-25,2013-06-30,CVS,bmo,False,True
2013-11-05,CVS,1.05,1.02,bmo,31932000000.0,31019657142.0,2025-04-25,2013-09-30,CVS,bmo,False,True
2014-02-11,CVS,1.12,1.11,bmo,32782000000.0,32489303571.0,2025-04-25,2013-12-31,CVS,bmo,False,True
2014-05-02,CVS,1.02,1.04,bmo,32689000000.0,33329960784.0,2025-04-25,2014-03-31,CVS,bmo,False,True
2014-08-05,CVS,1.13,1.1,bmo,34602000000.0,33683362831.0,2025-04-25,2014-06-30,CVS,bmo,False,True
2014-11-04,CVS,1.15,1.14,bmo,35021000000.0,34411939130.0,2025-04-25,2014-09-30,CVS,bmo,False,True
2015-02-10,CVS,1.21,1.2,bmo,37055000000.0,36748760330.0,2025-04-25,2014-12-31,CVS,bmo,False,True
2015-05-01,CVS,1.14,1.08,bmo,36332000000.0,34419789473.0,2025-04-25,2015-03-31,CVS,bmo,False,True
2015-08-04,CVS,1.22,1.2,bmo,37169000000.0,36559672131.0,2025-04-25,2015-06-30,CVS,bmo,False,True
2015-10-30,CVS,1.28,1.29,bmo,38644000000.0,38945906250.0,2025-04-25,2015-09-30,CVS,bmo,False,True
2016-02-09,CVS,1.53,1.53,bmo,41146000000.0,41146000000.0,2025-04-25,2015-12-31,CVS,bmo,False,True
2016-05-03,CVS,1.18,1.16,bmo,43215000000.0,42482542372.0,2025-04-25,2016-03-31,CVS,bmo,False,True
2016-08-02,CVS,1.32,1.3,bmo,43725000000.0,43062500000.0,2025-04-25,2016-06-30,CVS,bmo,False,True
2016-11-08,CVS,1.59,1.57,bmo,44615000000.0,42710701219.0,2025-04-25,2016-09-30,CVS,bmo,False,True
2017-02-09,CVS,1.71,1.67,bmo,45971000000.0,44915187134.0,2025-04-25,2016-12-31,CVS,bmo,False,True
2017-05-02,CVS,1.17,1.1,bmo,44514000000.0,41850769230.0,2025-04-25,2017-03-31,CVS,bmo,False,True
2017-08-08,CVS,1.33,1.31,bmo,45685000000.0,44998007518.0,2025-04-25,2017-06-30,CVS,bmo,False,True
2017-11-06,CVS,1.5,1.48,bmo,46181000000.0,45873126666.0,2025-04-25,2017-09-30,CVS,bmo,False,True
2018-02-08,CVS,1.92,1.89,bmo,48385000000.0,47649656250.0,2025-04-25,2017-12-31,CVS,bmo,False,True
2018-05-02,CVS,1.48,1.39,bmo,45743000000.0,43579479729.0,2025-04-25,2018-03-31,CVS,bmo,False,True
2018-08-08,CVS,1.69,1.61,bmo,46922000000.0,44700840236.0,2025-04-25,2018-06-30,CVS,bmo,False,True
2018-11-06,CVS,1.73,1.71,bmo,47490000000.0,46940982658.0,2025-04-25,2018-09-30,CVS,bmo,False,True
2019-02-20,CVS,2.14,2.07,bmo,54909000000.0,52599742990.0,2025-04-25,2018-12-31,CVS,bmo,False,True
2019-05-01,CVS,1.62,1.5,bmo,61646000000.0,57079629629.0,2025-04-25,2019-03-31,CVS,bmo,False,True
2019-08-07,CVS,1.89,1.69,bmo,63431000000.0,56718724867.0,2025-04-25,2019-06-30,CVS,bmo,False,True
2019-11-06,CVS,1.84,1.77,bmo,64810000000.0,62344402173.0,2025-04-25,2019-09-30,CVS,bmo,False,True
2020-02-12,CVS,1.73,1.68,bmo,66889000000.0,64955791907.0,2025-04-25,2019-12-31,CVS,bmo,False,True
2020-05-06,CVS,1.91,1.63,bmo,66755000000.0,56968926701.0,2025-04-25,2020-03-31,CVS,bmo,False,True
2020-08-05,CVS,2.64,1.93,bmo,65341000000.0,47768231060.0,2025-04-25,2020-06-30,CVS,bmo,False,True
2020-11-06,CVS,1.66,1.34,bmo,67056000000.0,50418045112.0,2025-04-25,2020-09-30,CVS,bmo,False,True
2021-02-16,CVS,1.3,1.24,bmo,69554000000.0,66188483870.0,2025-04-25,2020-12-31,CVS,bmo,False,True
2021-05-04,CVS,2.04,1.72,bmo,69097000000.0,68336700000.0,2025-04-25,2021-03-31,CVS,bmo,False,True
2021-08-04,CVS,2.42,2.06,bmo,72616000000.0,70298800000.0,2025-04-25,2021-06-30,CVS,bmo,False,True
2021-11-03,CVS,1.97,1.79,bmo,73794000000.0,70337500000.0,2025-04-25,2021-09-30,CVS,bmo,False,True
2022-02-09,CVS,1.98,1.94,bmo,76604000000.0,75657489090.0,2025-04-25,2021-12-31,CVS,bmo,False,True
2022-05-04,CVS,2.22,2.15,bmo,76826000000.0,75537405638.0,2025-04-25,2022-03-31,CVS,bmo,False,True
2022-08-03,CVS,2.4,2.17,bmo,80636000000.0,76409130953.0,2025-04-25,2022-06-30,CVS,bmo,False,True
2022-11-02,CVS,2.09,1.99,bmo,81159000000.0,76740169851.0,2025-04-25,2022-09-30,CVS,bmo,False,True
2023-02-08,CVS,1.99,1.92,bmo,83846000000.0,76430863948.0,2025-04-25,2022-12-31,CVS,bmo,False,True
2023-05-03,CVS,2.2,2.07,bmo,85278000000.0,80813400000.0,2025-04-25,2023-03-31,CVS,bmo,False,True
2023-08-02,CVS,2.21,2.12,bmo,88921000000.0,86532900000.0,2025-04-25,2023-06-30,CVS,bmo,False,True
2023-11-01,CVS,2.21,2.13,bmo,89764000000.0,88246500000.0,2025-04-25,2023-09-30,CVS,bmo,False,True
2024-02-07,CVS,2.12,2.01,bmo,93813000000.0,90359800000.0,2025-04-25,2023-12-31,CVS,bmo,False,True
2024-05-01,CVS,1.31,1.7,bmo,88437000000.0,89328378367.0,2025-04-25,2024-03-31,CVS,bmo,False,True
2024-08-07,CVS,1.83,1.73,bmo,91234000000.0,91408068460.0,2025-04-25,2024-06-30,CVS,bmo,False,True
2024-11-06,CVS,1.09,1.44,bmo,95428000000.0,92746399917.0,2025-04-25,2024-09-30,CVS,bmo,False,True
2025-02-12,CVS,1.19,0.914,bmo,97710000000.0,97092668956.0,2025-05-12,2024-12-31,CVS,bmo,False,True
2025-05-01,CVS,2.25,1.7,bmo,94588000000.0,93678681216.0,2025-08-01,2025-03-31,CVS,bmo,False,True
2025-07-31,CVS,1.81,1.46,bmo,98915000000.0,94532680058.0,2025-10-31,2025-06-30,CVS,bmo,False,True
2025-10-29,CVS,1.6,1.37,bmo,102871000000.0,98813111304.0,2026-01-29,2025-09-30,CVS,bmo,False,True
2026-02-10,CVS,1.09,1.0,bmo,105693000000.0,103698100000.0,2026-04-17,2025-12-31,CVS,bmo,False,True
2026-05-06,CVS,,2.21,bmo,,95069840000.0,2026-04-17,2026-03-31,CVS,bmo,False,True
1993-01-25,CVX,0.41,0.31,bmo,,,2025-04-24,1992-09-30,CVX,bmo,False,True
1993-04-27,CVX,0.39,0.32,bmo,9082000000.0,,2025-04-24,1993-03-31,CVX,bmo,False,True
1993-07-26,CVX,0.43,0.34,bmo,9854000000.0,,2025-04-24,1993-06-30,CVX,bmo,False,True
1993-10-26,CVX,0.44,0.35,bmo,9233000000.0,,2025-04-24,1993-09-30,CVX,bmo,False,True
1994-01-25,CVX,0.4,0.36,bmo,8473000000.0,,2025-04-24,1993-12-31,CVX,bmo,False,True
1994-04-26,CVX,0.33,0.34,bmo,8264000000.0,,2025-04-24,1994-03-31,CVX,bmo,False,True
1994-07-26,CVX,0.2,0.29,bmo,8824000000.0,,2025-04-24,1994-06-30,CVX,bmo,False,True
1994-10-25,CVX,0.32,0.32,bmo,9509000000.0,,2025-04-24,1994-09-30,CVX,bmo,False,True
1995-01-24,CVX,0.38,0.35,bmo,8817000000.0,,2025-04-24,1994-12-31,CVX,bmo,False,True
1995-04-25,CVX,0.31,0.33,bmo,9044000000.0,,2025-04-24,1995-03-31,CVX,bmo,False,True
1995-07-24,CVX,0.47,0.42,bmo,9567000000.0,,2025-04-24,1995-06-30,CVX,bmo,False,True
1995-10-24,CVX,0.39,0.39,bmo,9314000000.0,,2025-04-24,1995-09-30,CVX,bmo,False,True
1996-01-24,CVX,0.35,0.32,bmo,9157000000.0,,2025-04-24,1995-12-31,CVX,bmo,False,True
1996-04-22,CVX,0.47,0.41,bmo,10336000000.0,,2025-04-24,1996-03-31,CVX,bmo,False,True
1996-07-22,CVX,0.54,0.5,bmo,10997000000.0,,2025-04-24,1996-06-30,CVX,bmo,False,True
1996-10-21,CVX,0.5,0.48,bmo,11049000000.0,,2025-04-24,1996-09-30,CVX,bmo,False,True
1997-01-24,CVX,0.53,0.49,bmo,11511000000.0,10571326530.0,2025-04-24,1996-12-31,CVX,bmo,False,True
1997-04-23,CVX,0.62,0.55,bmo,11093000000.0,9681163636.0,2025-04-24,1997-03-31,CVX,bmo,False,True
1997-07-23,CVX,0.63,0.54,bmo,10274000000.0,8561666666.0,2025-04-24,1997-06-30,CVX,bmo,False,True
1997-10-22,CVX,0.56,0.52,bmo,10328000000.0,9533538461.0,2025-04-24,1997-09-30,CVX,bmo,False,True
1998-01-22,CVX,0.61,0.49,bmo,10255000000.0,7743571428.0,2025-04-24,1997-12-31,CVX,bmo,False,True
1998-04-23,CVX,0.34,0.35,bmo,7628000000.0,7871657142.0,2025-04-24,1998-03-31,CVX,bmo,False,True
1998-07-23,CVX,0.44,0.38,bmo,7969000000.0,6710736842.0,2025-04-24,1998-06-30,CVX,bmo,False,True
1998-10-22,CVX,0.35,0.34,bmo,7678000000.0,7452176470.0,2025-04-24,1998-09-30,CVX,bmo,False,True
1999-01-25,CVX,0.38,0.25,bmo,7257000000.0,5747544000.0,2025-04-24,1998-12-31,CVX,bmo,False,True
1999-04-22,CVX,0.22,0.25,bmo,6689000000.0,7491680000.0,2025-04-24,1999-03-31,CVX,bmo,False,True
1999-07-23,CVX,0.37,0.35,bmo,8741000000.0,8241514285.0,2025-04-24,1999-06-30,CVX,bmo,False,True
1999-10-25,CVX,0.54,0.51,bmo,10177000000.0,9578352941.0,2025-04-24,1999-09-30,CVX,bmo,False,True
2000-01-25,CVX,0.62,0.61,bmo,60106000000.0,59120655737.0,2025-04-24,1999-12-31,CVX,bmo,False,True
2000-04-26,CVX,0.85,0.73,bmo,11727000000.0,19298623529.0,2025-04-24,2000-03-31,CVX,bmo,False,True
