date,open,high,low,close,volume,dividends,stock splits,ticker
2019-12-31 00:00:00-05:00,70.02193479517499,70.92760948256597,69.92291347823897,70.92036437988281,100805600,0.0,0.0,AAPL
2020-01-02 00:00:00-05:00,71.54588979671196,72.59889150198023,71.29230380764884,72.53851318359375,135480400,0.0,0.0,AAPL
2020-01-03 00:00:00-05:00,71.76565143491464,72.59404000584014,71.60866931689996,71.8332748413086,146322800,0.0,0.0,AAPL
2020-01-06 00:00:00-05:00,70.95418053006813,72.4443131708714,70.70300468370534,72.40567016601562,118387200,0.0,0.0,AAPL
2020-01-07 00:00:00-05:00,72.41532954893665,72.67133299565539,71.84536183598526,72.06513977050781,108872000,0.0,0.0,AAPL
2020-01-08 00:00:00-05:00,71.76808624589498,73.52630260685811,71.76808624589498,73.22441101074219,132079200,0.0,0.0,AAPL
2020-01-09 00:00:00-05:00,74.20254195863613,74.97296995476395,73.95137344000949,74.7797622680664,170108400,0.0,0.0,AAPL
2020-01-10 00:00:00-05:00,75.01404296807587,75.51397733804309,74.44648515944657,74.9488296508789,140644800,0.0,0.0,AAPL
2020-01-13 00:00:00-05:00,75.26519625077637,76.57661149006776,75.1468497409281,76.55004119873047,121532000,0.0,0.0,AAPL
2020-01-14 00:00:00-05:00,76.48724535482815,76.69736069243768,75.39319068247579,75.516357421875,161954400,0.0,0.0,AAPL
2020-01-15 00:00:00-05:00,75.31591552157606,76.19743749233605,74.76043057245047,75.19274139404297,121923600,0.0,0.0,AAPL
2020-01-16 00:00:00-05:00,75.73615570871007,76.24575261001203,75.37388575466262,76.13465118408203,108829200,0.0,0.0,AAPL
2020-01-17 00:00:00-05:00,76.38341102005822,76.97994918369933,76.07669177323754,76.9775390625,137816400,0.0,0.0,AAPL
2020-01-21 00:00:00-05:00,76.6056010131108,77.04756709065205,76.31819960849738,76.45586395263672,110843200,0.0,0.0,AAPL
2020-01-22 00:00:00-05:00,76.9413158290966,77.28185051946997,76.63459654377124,76.72879028320312,101832400,0.0,0.0,AAPL
2020-01-23 00:00:00-05:00,76.78190007438859,77.17797799443389,76.23366024847726,77.09828186035156,104472000,0.0,0.0,AAPL
2020-01-24 00:00:00-05:00,77.34461200102739,78.08846950735138,76.6852782289865,76.8760757446289,146537600,0.0,0.0,AAPL
2020-01-27 00:00:00-05:00,74.88360812840847,75.29659377968004,73.63257108817264,74.61553192138672,161940000,0.0,0.0,AAPL
2020-01-28 00:00:00-05:00,75.49703974934148,76.89781358300051,75.3980184372133,76.7263412475586,162234000,0.0,0.0,AAPL
2020-01-29 00:00:00-05:00,78.35898301190313,79.1801266517597,77.61753550777614,78.33241271972656,216229200,0.0,0.0,AAPL
2020-01-30 00:00:00-05:00,77.4146515294585,78.27202053364006,76.98234079118615,78.21888732910156,126743200,0.0,0.0,AAPL
2020-01-31 00:00:00-05:00,77.50886365949354,77.9315119457232,74.456139298992,74.75078582763672,199588400,0.0,0.0,AAPL
2020-02-03 00:00:00-05:00,73.49247724374133,75.71198454702287,72.99013293890515,74.54547882080078,173788400,0.0,0.0,AAPL
2020-02-04 00:00:00-05:00,76.15156392051648,77.19732071778674,75.74582331404561,77.00652313232422,136616400,0.0,0.0,AAPL
2020-02-05 00:00:00-05:00,78.13435671108577,78.43383812507085,77.03064686286258,77.63442993164062,118826800,0.0,0.0,AAPL
2020-02-06 00:00:00-05:00,77.90492749554984,78.54493610664728,77.34703250149894,78.54251861572266,105425600,0.0,0.0,AAPL
2020-02-07 00:00:00-05:00,78.04140355652011,78.2907522912515,76.98348700831134,77.47492218017578,117684000,0.1925,0.0,AAPL
2020-02-10 00:00:00-05:00,76.05871954270658,77.8428955078125,75.97883426440146,77.8428955078125,109348800,0.0,0.0,AAPL
2020-02-11 00:00:00-05:00,78.33918290445037,78.41180589004748,77.15537652396827,77.37325286865234,94323200,0.0,0.0,AAPL
2020-02-12 00:00:00-05:00,77.8235277760248,79.21552479911539,77.8235277760248,79.21068572998047,113730400,0.0,0.0,AAPL
2020-02-13 00:00:00-05:00,78.48198946879371,78.97342455815073,78.27863778228983,78.6466064453125,94747600,0.0,0.0,AAPL
2020-02-14 00:00:00-05:00,78.61517976227493,78.91537209230916,78.1576400484623,78.66602325439453,80113600,0.0,0.0,AAPL
2020-02-18 00:00:00-05:00,76.34437253292894,77.40713550005586,76.16280771158402,77.22557067871094,152531200,0.0,0.0,AAPL
2020-02-19 00:00:00-05:00,77.46766524775612,78.57400211516978,77.46766524775612,78.3440170288086,93984000,0.0,0.0,AAPL
2020-02-20 00:00:00-05:00,78.10434874137093,78.59336068691168,77.0343234338156,77.540283203125,100566000,0.0,0.0,AAPL
2020-02-21 00:00:00-05:00,77.13359500928858,77.57661741601534,75.16785392447004,75.78517150878906,129554000,0.0,0.0,AAPL
2020-02-24 00:00:00-05:00,71.9626330750162,73.63786746473984,70.01867883709842,72.18534851074219,222195200,0.0,0.0,AAPL
2020-02-25 00:00:00-05:00,72.85593184219474,73.23842524425972,69.26820830101296,69.74027252197266,230673600,0.0,0.0,AAPL
2020-02-26 00:00:00-05:00,69.36504286107494,72.11272604677254,69.35778056176747,70.84661102294922,198054800,0.0,0.0,AAPL
2020-02-27 00:00:00-05:00,68.05048840657712,69.23671028706407,66.07990156760394,66.21546936035156,320605600,0.0,0.0,AAPL
2020-02-28 00:00:00-05:00,62.279156964871476,67.39928345046577,62.06369649730183,66.17674255371094,426510000,0.0,0.0,AAPL
2020-03-02 00:00:00-05:00,68.33616370279057,72.97454103190371,67.23225006740749,72.33785247802734,341397200,0.0,0.0,AAPL
2020-03-03 00:00:00-05:00,73.51438495619033,73.59427022253612,69.18829451063576,70.04044342041016,319475600,0.0,0.0,AAPL
2020-03-04 00:00:00-05:00,71.76410400685508,73.44902354050599,70.9627984910642,73.28924560546875,219178400,0.0,0.0,AAPL
2020-03-05 00:00:00-05:00,71.54139095760931,72.51699913623247,70.54641911205819,70.91197204589844,187572800,0.0,0.0,AAPL
2020-03-06 00:00:00-05:00,68.26837049351515,70.40357449268282,68.08196660960988,69.9702377319336,226176800,0.0,0.0,AAPL
2020-03-09 00:00:00-04:00,63.8502896142898,67.3218077915113,63.6687248096994,64.43614196777344,286744800,0.0,0.0,AAPL
2020-03-10 00:00:00-04:00,67.09184552066098,69.34324665860709,65.21082898559138,69.07695007324219,285290000,0.0,0.0,AAPL
2020-03-11 00:00:00-04:00,67.15237416724361,68.07956216167183,65.81362880191305,66.6778793334961,255598800,0.0,0.0,AAPL
2020-03-12 00:00:00-04:00,61.959612728994784,65.36334796143669,60.037445534949256,60.09312438964844,418474000,0.0,0.0,AAPL
2020-03-13 00:00:00-04:00,64.12627561961224,67.76483423256263,61.23575946723115,67.29276275634766,370732000,0.0,0.0,AAPL
2020-03-16 00:00:00-04:00,58.572820229839216,62.7197589173465,58.10075235573811,58.635765075683594,322423600,0.0,0.0,AAPL
2020-03-17 00:00:00-04:00,59.9188176066588,62.363888604538765,57.71340983694092,61.21398162841797,324056000,0.0,0.0,AAPL
2020-03-18 00:00:00-04:00,58.04507047998226,60.52161388588787,57.40353915642415,59.7154655456543,300233600,0.0,0.0,AAPL
2020-03-19 00:00:00-04:00,59.88977278720958,61.20914333463061,58.73259973445275,59.25792694091797,271857200,0.0,0.0,AAPL
2020-03-20 00:00:00-04:00,59.83893112943769,60.96463541715743,55.195714466288855,55.49590301513672,401693200,0.0,0.0,AAPL
2020-03-23 00:00:00-04:00,55.21508274022157,55.31675861475192,51.47000473892812,54.31694030761719,336752800,0.0,0.0,AAPL
2020-03-24 00:00:00-04:00,57.21955717748085,59.96239727698541,56.72085964919753,59.76630783081055,287531200,0.0,0.0,AAPL
2020-03-25 00:00:00-04:00,60.70318009593795,62.518828553443576,59.14172316127237,59.437068939208984,303602000,0.0,0.0,AAPL
2020-03-26 00:00:00-04:00,59.679153090462734,62.62292153490078,59.640418371654654,62.564823150634766,252087200,0.0,0.0,AAPL
2020-03-27 00:00:00-04:00,61.18735053944383,61.94265908510833,59.80745850642363,59.9744987487793,204216800,0.0,0.0,AAPL
2020-03-30 00:00:00-04:00,60.700745426493526,61.85791812604091,60.376346842236416,61.68603515625,167976400,0.0,0.0,AAPL
2020-03-31 00:00:00-04:00,61.87730561089299,63.545277612218875,61.00579280749305,61.5601692199707,197002000,0.0,0.0,AAPL
