variant,n,coverage,mean,median,hit_rate,std,t_stat,info_ratio,total_return,cagr,max_drawdown,car_mdd
unfiltered_hold_cut,2234,1.0,0.021090215439569203,0.01739517048848655,0.5819158460161146,0.09490651683435553,10.503319244173106,0.22222094059545852,79656.86338764445,7.019146812028122,-0.9484854737988594,7.4003735491226275
hold_cut_macd_bullish,921,0.41226499552372425,0.059385305552641425,0.0498240057116221,0.7893593919652552,0.08800436714713322,20.47880385002209,0.6747995295887532,330525278.9010084,108.41635618825495,-0.34583226296752656,313.49404840934454
hold_cut_above_sma50,466,0.20859444941808417,0.0641972855706434,0.0592393361660897,0.7575107296137339,0.09848712209393927,14.071168919990622,0.651834313012117,15559037.488538222,51.37896017562631,-0.4717109780783042,108.92042492828604
hold_cut_not_rsi_oversold,2153,0.9637421665174575,0.02564950427192824,0.0196816675217872,0.6010218300046447,0.09250551854071327,12.86569788226333,0.27727539585262095,869420.8837018508,11.46258297967164,-0.8825785755583777,12.987606199730884
buyhold_benchmark,2234,1.0,0.013240301306798215,0.011406773300146944,0.5774395702775291,0.07530320516237923,8.310477750403704,0.1758265306004922,1118.1025909502198,2.6511031843213035,-0.7304751699185537,3.6292858313266083
