date,equity,cash,gross,n_open
2019-12-31,1.0,1.0,0.0,0
2020-01-02,1.0,1.0,0.0,0
2020-01-03,1.0,1.0,0.0,0
2020-01-06,1.0,1.0,0.0,0
2020-01-07,1.0,1.0,0.0,0
2020-01-08,1.0,1.0,0.0,0
2020-01-09,1.0,1.0,0.0,0
2020-01-10,1.0,1.0,0.0,0
2020-01-13,1.0,1.0,0.0,0
2020-01-14,1.0,1.0,0.0,0
2020-01-15,1.0,1.0,0.0,0
2020-01-16,1.0,1.0,0.0,0
2020-01-17,1.0,1.0,0.0,0
2020-01-21,1.0,1.0,0.0,0
2020-01-22,1.0,1.0,0.0,0
2020-01-23,1.0,1.0,0.0,0
2020-01-24,1.0,0.94,0.06,2
2020-01-27,1.0,0.94,0.06,2
2020-01-28,0.9999999999999998,0.7299999999999998,0.26999999999999996,9
2020-01-29,0.9999999999999997,0.6999999999999997,0.29999999999999993,10
2020-01-30,0.9999999999999997,0.6999999999999997,0.29999999999999993,10
2020-01-31,0.9999999999999997,0.6999999999999997,0.29999999999999993,10
2020-02-03,0.9999999999999997,0.6999999999999997,0.29999999999999993,10
2020-02-04,0.9999999999999997,0.6999999999999997,0.29999999999999993,10
2020-02-05,0.9999999999999997,0.6999999999999997,0.29999999999999993,10
2020-02-06,0.9999999999999997,0.6999999999999997,0.29999999999999993,10
2020-02-07,1.0050879144595362,0.73493527702575,0.2701526374337861,9
2020-02-10,1.0050879144595362,0.73493527702575,0.2701526374337861,9
2020-02-11,1.0081007815911582,0.9479481441573723,0.06015263743378607,2
2020-02-12,1.0106750335768855,0.9198818941284863,0.09079313944839922,3
2020-02-13,1.0106750335768855,0.7379603880846468,0.2727146454922386,9
2020-02-14,1.0106750335768855,0.7379603880846468,0.2727146454922386,9
2020-02-18,1.0106750335768853,0.7076401370773402,0.3030348964995452,10
2020-02-19,1.0106750335768853,0.7076401370773402,0.3030348964995452,10
2020-02-20,1.0106750335768853,0.7076401370773402,0.3030348964995452,10
2020-02-21,1.0106750335768853,0.7076401370773402,0.3030348964995452,10
2020-02-24,1.013157398518819,0.7098804174974953,0.30327698102132367,10
2020-02-25,1.013157398518819,0.7098804174974953,0.30327698102132367,10
2020-02-26,1.013157398518819,0.7098804174974953,0.30327698102132367,10
2020-02-27,1.0153431583923231,0.7727066793856127,0.2426364790067105,8
2020-02-28,1.0180467888435012,0.95733181588063,0.060714972962871136,2
2020-03-02,1.0180467888435012,0.95733181588063,0.060714972962871136,2
2020-03-03,1.017316624015737,0.9564024033397003,0.060914220676036676,2
2020-03-04,1.017316624015737,0.9564024033397003,0.060914220676036676,2
2020-03-05,1.017316624015737,0.9258829046192282,0.09143371939650878,3
2020-03-06,1.017316624015737,0.9258829046192282,0.09143371939650878,3
2020-03-09,1.014303073569765,0.9532640761288207,0.061038997440944216,2
2020-03-10,1.014303073569765,0.9532640761288207,0.061038997440944216,2
2020-03-11,1.014303073569765,0.9532640761288207,0.061038997440944216,2
2020-03-12,1.0143030735697651,0.861976799507542,0.15232627406222304,5
2020-03-13,1.0143030735697651,0.861976799507542,0.15232627406222304,5
2020-03-16,1.0143030735697651,0.861976799507542,0.15232627406222304,5
2020-03-17,1.0116371865921263,0.8594812956526117,0.15215589093951473,5
2020-03-18,1.0116371865921263,0.8594812956526117,0.15215589093951473,5
