eps_date,ticker,ret,n_in_window,rolling_mean,rolling_std,rolling_hit_rate,rolling_tstat,rolling_event_sharpe,alarm_mean,alarm_hit,alarm_mean_confirmed,alarm_hit_confirmed
2020-02-05,MRK,-0.0460154281164831,30.0,-0.013196760985741313,0.069649249014842,0.4666666666666667,-1.0377949195624971,-0.1894745625028797,True,True,True,True
2020-02-06,PM,-0.0314679677431661,30.0,-0.018210845154389827,0.06507161933076504,0.43333333333333335,-1.532848081064604,-0.279858490409197,True,True,True,True
2020-02-06,BMY,-0.0266942739187691,30.0,-0.01964103786964473,0.06475973107281847,0.4,-1.6611927374931623,-0.30329091156292093,True,True,True,True
2020-02-06,TMUS,0.0682514929895199,30.0,-0.018645987529665856,0.06590157065689203,0.4,-1.5497093430640339,-0.2829369215908945,True,True,True,True
2020-02-07,ABBV,0.0823266272273786,30.0,-0.016082436607597818,0.06832140877656588,0.4,-1.289304987611666,-0.23539380840627608,True,True,True,True
2020-02-12,CSCO,-0.0648931954612344,30.0,-0.013526246868665511,0.0648084019139682,0.4,-1.1431589592637266,-0.2087113162676241,True,True,True,True
2020-02-12,CVS,0.0268727525398106,30.0,-0.0170947525832358,0.05910570876886603,0.4,-1.5841416675033628,-0.2892233751918135,True,True,True,True
2020-02-13,NVDA,0.1523668403231386,30.0,-0.010135245673015146,0.06618388755656328,0.43333333333333335,-0.8387695080955571,-0.15313766004381624,True,True,True,True
2020-02-13,AIG,0.0115190550031716,30.0,-0.008706191122580096,0.0661728066039349,0.4666666666666667,-0.7206249081030793,-0.13156750588938132,True,True,True,True
2020-02-13,PEP,0.0334440225847811,30.0,-0.008038128498479753,0.06650404252455212,0.4666666666666667,-0.6620145380060324,-0.12086676528742168,True,True,True,True
2020-02-13,DUK,0.0448119427966502,30.0,-0.008246783540559103,0.06632176194531308,0.4666666666666667,-0.6810659487229969,-0.12434506108808073,True,True,True,True
2020-02-13,KHC,-0.1637407585303976,30.0,-0.01240873710297883,0.07198632577840901,0.4666666666666667,-0.9441439256636308,-0.17237630853915042,True,True,True,True
2020-02-13,LIN,0.0625750600821177,30.0,-0.007687961552358589,0.07210913213639197,0.5,-0.5839579313608317,-0.10661564388012701,True,True,True,True
2020-02-18,MDT,-0.0240817540589676,30.0,-0.010072754677417896,0.07140189745242045,0.4666666666666667,-0.7726790393369904,-0.14107124651876377,True,True,True,True
2020-02-20,SO,0.0129133783846329,30.0,-0.008257181065714282,0.07126616279349975,0.5,-0.6346131395064776,-0.11586397726562356,True,True,True,True
2020-02-21,DE,-0.0256015177703571,30.0,-0.01037107393662316,0.07079139143743886,0.4666666666666667,-0.8024239989211774,-0.1465019082975433,True,True,True,True
2020-02-22,BRK-B,-0.0991471627994378,30.0,-0.0110955414525622,0.07160765275113104,0.4666666666666667,-0.8486911814332531,-0.15494910147556745,True,True,True,True
2020-02-24,INTU,-0.0508019445623309,30.0,-0.01127486924524509,0.07170325399617292,0.4666666666666667,-0.861258014715984,-0.1572434808306869,True,True,True,True
2020-02-25,HD,-0.0488831035361999,30.0,-0.014518103723698612,0.07110832234930521,0.43333333333333335,-1.1182787947952728,-0.2041688404963539,True,True,True,True
2020-02-25,CRM,-0.203522784891766,30.0,-0.02318215873820033,0.07769901903415898,0.4,-1.6341765224855207,-0.298358448103556,True,True,True,True
2020-02-25,AMT,0.0309528474090741,30.0,-0.023990007779964392,0.07697874264739668,0.4,-1.7069476538475656,-0.3116445781642772,True,True,True,True
2020-02-26,LOW,-0.065258690436727,30.0,-0.028106682605974164,0.07572152743097228,0.36666666666666664,-2.033063067033864,-0.3711848342150283,True,True,True,True
2020-02-26,BKNG,-0.4062332154853484,30.0,-0.03814309471875098,0.10176075158520828,0.36666666666666664,-2.053034501521201,-0.3748311026065119,True,True,True,True
2020-03-03,TGT,-0.0873502871739648,30.0,-0.038690740928338165,0.10198719190264906,0.36666666666666664,-2.0778875442778753,-0.37936862665333565,True,True,True,True
2020-03-05,COST,-0.0497968857384713,30.0,-0.038404972675316965,0.10194215025970726,0.36666666666666664,-2.0634516538106458,-0.37673300570447715,True,True,True,True
2020-03-12,AVGO,-0.1243446241429696,30.0,-0.041419280641728194,0.10313478688529111,0.36666666666666664,-2.1996723906884865,-0.4016033958338002,True,True,True,True
2020-03-12,ADBE,0.1045362445372338,30.0,-0.03353947167431495,0.10500046813881822,0.4,-1.749546980927834,-0.3194221156230784,True,True,True,True
2020-03-12,ORCL,0.0809475627112552,30.0,-0.031127008094480428,0.10681712008163838,0.4,-1.5960891351463713,-0.2914046743695264,True,True,True,True
2020-03-17,FDX,-0.2474968837193971,30.0,-0.038649834141582996,0.11385386662062881,0.4,-1.859347129045393,-0.3394687882702102,True,True,True,True
2020-03-19,ACN,-0.1725617193681964,30.0,-0.040879145695514,0.11584893883728968,0.4,-1.9327263981606844,-0.352865948586106,True,True,True,True
2020-03-24,NKE,0.0270590664098832,30.0,-0.03844332921130178,0.11650359554473484,0.43333333333333335,-1.8073501076232552,-0.3299754744182155,True,True,True,True
2020-04-14,JPM,0.0565149519295387,30.0,-0.035510565222211625,0.11778559302771495,0.4666666666666667,-1.6513002228878018,-0.30148479376298587,True,True,True,True
2020-04-14,WFC,-0.0465653975904453,30.0,-0.0361729360112675,0.11779017758011577,0.4666666666666667,-1.6820360943157924,-0.3070963704648822,True,True,True,True
2020-04-14,JNJ,0.2292136647448976,30.0,-0.03080753028608824,0.12608470213028514,0.4666666666666667,-1.3383050436426447,-0.24433995374200412,True,True,True,True
2020-04-15,BAC,0.1243195084319188,30.0,-0.029407767579270234,0.12760789778056428,0.4666666666666667,-1.2622492768224784,-0.2304541340367514,True,True,True,True
2020-04-15,SCHW,0.1299155286279396,30.0,-0.022914143442964437,0.13066001871043548,0.5,-0.9605534557158555,-0.17537226512837123,True,True,True,True
2020-04-15,C,-0.0276773088007382,30.0,-0.02473247882098273,0.13032240348050708,0.4666666666666667,-1.0394633763255627,-0.18977917963799737,True,True,True,True
2020-04-15,UNH,0.120980080152971,30.0,-0.025778704159988317,0.1289706034397486,0.4666666666666667,-1.0947903937096901,-0.1998804647915864,True,True,True,True
2020-04-15,GS,0.1905149530900522,30.0,-0.019812174223758965,0.13476581462317372,0.4666666666666667,-0.8052171662315023,-0.14701186854512696,True,True,True,True
2020-04-15,USB,0.0722049071743438,30.0,-0.018520144737440205,0.13547792281084417,0.4666666666666667,-0.7487493777949064,-0.1367023080454093,True,True,True,True
2020-04-16,BK,0.1243546564318744,30.0,-0.0158687209495994,0.13752305305929674,0.4666666666666667,-0.632014504441139,-0.11538953358428695,True,True,True,True
2020-04-16,BLK,0.0432300452348166,30.0,-0.008969694157425592,0.13501771800787962,0.5,-0.3638710456991708,-0.06643345991747632,True,True,True,True
2020-04-16,MS,0.1699098067197866,30.0,-0.005391869269503296,0.13835971859396426,0.5,-0.21344712579913327,-0.0389699352116094,True,True,True,True
2020-04-16,ISRG,-0.0188590948174875,30.0,-0.005217780628120626,0.13833867553536533,0.5,-0.20658692437781362,-0.03771743952244747,True,True,True,True
2020-04-16,ABT,0.1719396719238675,30.0,8.309582318719403e-05,0.1420542794085873,0.5,0.0032039483064904882,0.0005849582535151054,True,True,True,True
2020-04-17,PG,0.1404919024956963,30.0,0.005619543165388974,0.14423860700733254,0.5333333333333333,0.2133929755991788,0.038960048782939904,True,True,True,True
2020-04-20,IBM,0.0271305766497524,30.0,0.009828801147028646,0.1429122739222503,0.5666666666666667,0.3766965533267663,0.06877506653050589,True,True,True,True
2020-04-21,PLD,0.1922812011588572,30.0,0.01793157267106825,0.1462091990649134,0.6,0.6717447948761911,0.12264325901345687,True,True,True,True
2020-04-21,PM,-0.0171522597265736,30.0,0.018989267464722463,0.14582345013105788,0.6,0.7132494898166057,0.13022094490053543,True,True,True,True
2020-04-21,NFLX,0.1322545975223019,30.0,0.030181846878524723,0.1409608757368825,0.6333333333333333,1.17275650254842,0.2141150636355448,False,True,False,True
2020-04-21,TXN,0.1413512152005834,30.0,0.03386179247157504,0.1424152331293141,0.6333333333333333,1.302309252086788,0.2377680514052052,False,True,False,True
2020-04-21,EMR,0.1964129718102276,30.0,0.04258418121314019,0.14413792173765638,0.6666666666666666,1.6181943212541172,0.29544051072588046,False,True,False,True
2020-04-21,LMT,0.0654496302309404,30.0,0.05830694273701648,0.11658445071161615,0.7,2.739304221214118,0.500126237942698,False,False,False,False
2020-04-21,KO,0.0358204466434397,30.0,0.062412633864263295,0.11340346086922291,0.7333333333333333,3.014441285896011,0.5503591635200417,False,False,False,False
2020-04-22,NEE,-0.0505309391098405,30.0,0.06238816541855099,0.1134285829698565,0.7333333333333333,3.0125921197644794,0.5500215535191034,False,False,False,False
2020-04-22,T,0.0244674641074933,30.0,0.06734856836023309,0.10811008702373687,0.7666666666666667,3.412108076324007,0.6229628540160725,False,False,False,False
2020-04-22,TMO,0.1024667949104831,30.0,0.06727958670600807,0.10808619810366703,0.7666666666666667,3.409366593055797,0.6224623299403986,False,False,False,False
2020-04-23,UNP,0.0717615486802025,30.0,0.06697338623830631,0.10805915079537576,0.7666666666666667,3.3946994886800668,0.619784495300442,False,False,False,False
2020-04-23,INTC,0.0360436413104558,30.0,0.07642473707263474,0.09059418408373632,0.8,4.620556260807266,0.8435942974219544,False,False,False,False
2020-04-23,COF,0.2149540535082958,30.0,0.08934192950185114,0.08098581819606711,0.8333333333333334,6.042365343612292,1.1031799331279688,False,False,False,False
2020-04-23,LLY,0.0781647756189971,30.0,0.09104545314215494,0.08016386099258206,0.8333333333333334,6.220714400077655,1.1357418669065829,False,False,False,False
2020-04-24,VZ,0.0130279018966108,30.0,0.08959588480772401,0.08119632211085749,0.8333333333333334,6.043831283617066,1.1034475759308233,False,False,False,False
2020-04-24,AXP,-0.0280190600937841,30.0,0.09021409605761271,0.08018821692849284,0.8333333333333334,6.16203942528805,1.1250293311554784,False,False,False,False
2020-04-28,MDLZ,-0.0626997918585049,30.0,0.08048364750416596,0.08045038780511174,0.8,5.479489962822167,1.000413418753615,False,False,False,False
2020-04-28,PEP,0.0414854373215405,30.0,0.07772251180048668,0.08031537913121649,0.8,5.30040116844098,0.9677164279272882,False,False,False,False
2020-04-28,SBUX,0.0217532701260634,30.0,0.0741171031837575,0.0803193452658247,0.8,5.054275427212065,0.9227802211093694,False,False,False,False
2020-04-28,PFE,0.0737713381689044,30.0,0.07749872474941225,0.07798754891863743,0.8333333333333334,5.442894450679785,0.9937320229190025,False,False,False,False
2020-04-28,MRK,-0.0415941266631368,30.0,0.07207958452220864,0.08047084337468235,0.8,4.906076874898882,0.8957229910788562,False,False,False,False
2020-04-28,UPS,-0.0565937332502149,30.0,0.06384262831086641,0.08057671545232899,0.7666666666666667,4.339721153931543,0.7923210564302186,False,False,False,False
2020-04-28,GOOG,0.0874171773135849,30.0,0.06434970398217445,0.08067895572304705,0.7666666666666667,4.368646584966706,0.7976020934513914,False,False,False,False
2020-04-28,GOOGL,0.0927233592689054,30.0,0.06329532741007547,0.0800721316403477,0.7666666666666667,4.329631033539804,0.790478860914719,False,False,False,False
2020-04-28,MMM,-0.0333331295764526,30.0,0.06074322158303317,0.08193224440494083,0.7333333333333333,4.060725166044102,0.741383591090422,False,False,False,False
2020-04-28,AMD,0.0197169775963545,30.0,0.055736793945585436,0.07958681388319304,0.7333333333333333,3.8358489098231647,0.700326991697249,False,False,False,False
2020-04-28,F,-0.1344202345231883,30.0,0.051884755955395406,0.08587034539584452,0.7333333333333333,3.30946045417861,0.6042220479749723,False,False,False,False
2020-04-28,CAT,-0.0716315973421632,30.0,0.04376571364652772,0.08564226147720777,0.7,2.7990233088245233,0.5110294017419801,False,False,False,False
2020-04-29,MA,-0.0057624431415341,30.0,0.03889056879195338,0.08409505770092345,0.6666666666666666,2.532995681781356,0.46245962432494203,False,True,False,False
2020-04-29,GD,-0.050541317424954,30.0,0.03630150565612982,0.08565086520114136,0.6333333333333333,2.3214188756377823,0.42383116120169767,False,True,False,True
2020-04-29,NOW,0.2397178581943246,30.0,0.03788272755731207,0.08900205146245027,0.6333333333333333,2.3313197934225642,0.4256388132052742,False,True,False,True
2020-04-29,META,0.2084043172234388,30.0,0.04540128012231249,0.09360085718513333,0.6666666666666666,2.656739052444398,0.48505196947623247,False,True,False,True
2020-04-29,BA,-0.1382978723404251,30.0,0.036382864460221584,0.0978800142941518,0.6333333333333333,2.035933046722801,0.3717088184200992,False,True,False,True
2020-04-29,AMT,-0.0716973944425841,30.0,0.02928124413878267,0.09773017324635726,0.6,1.6410487563752467,0.2996131406108408,True,True,False,True
2020-04-29,GE,-0.1645022928627288,30.0,0.01725073531635079,0.09865674849117938,0.5666666666666667,0.9577263604183266,0.17485611050614677,True,True,True,True
2020-04-29,QCOM,0.0545244874534558,30.0,0.016886563890434633,0.09849272459832967,0.5666666666666667,0.9390695606465232,0.17144986047752211,True,True,True,True
2020-04-29,TSLA,0.1485751164916124,30.0,0.020645052885373723,0.10135007322685993,0.5666666666666667,1.115713171799614,0.2037004239667618,True,True,True,True
2020-04-29,MSFT,0.0438586306897174,30.0,0.023791371878692322,0.10052605625706346,0.6,1.296287901579569,0.23666870823872216,True,True,True,True
2020-04-30,V,0.0385114028275689,30.0,0.024259503169361506,0.10056200684748674,0.6,1.3213217930186372,0.24123925058649326,True,True,True,True
2020-04-30,SO,-0.0203970457121452,30.0,0.0201640418152739,0.09976583655811344,0.5666666666666667,1.1070222967828918,0.2021136945363895,True,True,True,True
2020-04-30,COP,0.2524629658227606,30.0,0.026187422386692503,0.10809566263829994,0.5666666666666667,1.3269211376317664,0.24226154637044522,True,True,True,True
2020-04-30,MCD,-0.0136638054853815,30.0,0.024530507493497923,0.1083201051891905,0.5333333333333333,1.2403895175112076,0.22646310627794586,True,True,True,True
2020-04-30,MO,-0.1139085128048743,30.0,0.013568421949725589,0.10497344924378298,0.5,0.7079629015860955,0.1292557503585048,True,True,True,True
2020-04-30,AAPL,0.078376374485759,30.0,0.013575475245284319,0.10497794623076515,0.5,0.7083005800427922,0.12931740172781023,True,True,True,True
2020-04-30,KHC,0.026738171055737,30.0,0.01403248421725519,0.10500531967779893,0.5,0.731954168342093,0.1336359363536327,True,True,True,True
2020-04-30,GILD,0.0091684902844147,30.0,0.015272069229861818,0.10471087065827347,0.5333333333333333,0.7988527613598768,0.1458498925073653,True,True,True,True
2020-04-30,CMCSA,0.0126480912752486,30.0,0.017783665334320266,0.10367466642228025,0.5666666666666667,0.9395269832897741,0.1715333740441962,True,True,True,True
2020-04-30,AMZN,0.0529347155629751,30.0,0.01816530794236809,0.1037859385332828,0.5666666666666667,0.9586605916631051,0.1750266770150439,True,True,True,True
2020-04-30,AMGN,0.1069438832319585,30.0,0.021004995045897923,0.10504530342079432,0.5666666666666667,1.095233126305111,0.19996129633473803,True,True,True,True
2020-05-01,CHTR,0.014183556881943,30.0,0.019018735669665877,0.10457547111602111,0.5666666666666667,0.9961217893961967,0.18186612469156907,True,True,True,True
2020-05-01,CL,-0.0534528094061805,30.0,0.018623446244897753,0.1048345763849623,0.5666666666666667,0.9730073758640722,0.1776460294598867,True,True,True,True
2020-05-01,ABBV,0.1081115429279828,30.0,0.024113622117504344,0.10507215881643155,0.6,1.2570004200624811,0.22949582828723009,True,True,True,True
2020-05-01,CVX,0.1146391029448756,30.0,0.025021019638547366,0.10575303365058396,0.6,1.2959038993711622,0.2365985993481635,True,True,True,True
2020-05-01,HON,-0.045306394398619,30.0,0.020420027849629884,0.10570855905600743,0.5666666666666667,1.058051493465172,0.19317288999096816,True,True,True,True
2020-05-02,BRK-B,-0.0281443304743803,30.0,0.020592987819698965,0.10562178487819855,0.5666666666666667,1.0678899214101814,0.1949691329629251,True,True,True,True
2020-05-04,AIG,0.0932286114231178,30.0,0.023043375613924406,0.106450233830896,0.5666666666666667,1.1856598309460582,0.216470878312306,True,True,True,True
2020-05-05,DIS,0.22789895465697,30.0,0.03512068191992968,0.10850283583077723,0.6,1.77289280738346,0.3236844608808609,False,True,False,True
2020-05-06,GM,0.1996233558552953,30.0,0.04416251369317829,0.11058239790498224,0.6333333333333333,2.187401015364916,0.39936295947502304,False,True,False,True
2020-05-06,TMUS,0.0406130873294053,30.0,0.04570836470887628,0.11018384988950884,0.6666666666666666,2.272157166665525,0.41483724479324446,False,True,False,True
2020-05-06,MET,0.0901265260149388,30.0,0.05039729282353937,0.1089326481022918,0.7,2.5340184598032365,0.46264635718957686,False,False,False,False
2020-05-06,CVS,0.0580751519701894,30.0,0.04434253594940153,0.10292953791381096,0.7,2.359614906345764,0.4308047704103382,False,False,False,False
2020-05-06,PYPL,0.3546646613185031,30.0,0.04921788075257035,0.11385270085837643,0.7,2.367773739009967,0.4322943626413696,False,False,False,False
2020-05-06,DHR,0.0665363734221557,30.0,0.05604568894465636,0.10822229531254213,0.7333333333333333,2.8365216240565725,0.5178756261156577,False,False,False,False
2020-05-07,LIN,0.0175662195443229,30.0,0.05902114274421994,0.1057887721914383,0.7666666666666667,3.0558263018916043,0.5579149991212077,False,False,False,False
2020-05-07,RTX,-0.0444071607812486,30.0,0.0630243138136026,0.09909949574973304,0.7666666666666667,3.4833515635812486,0.6359700756981136,False,False,False,False
2020-05-07,BMY,0.0034466206754151,30.0,0.06132171825433459,0.09968759498104679,0.7666666666666667,3.369254555620606,0.6151389073634834,False,False,False,False
2020-05-07,BKNG,0.2301021286534741,30.0,0.06403928532639665,0.10319766729301352,0.7666666666666667,3.398890891611429,0.620549737278142,False,False,False,False
2020-05-11,SPG,0.0497922069800686,30.0,0.06423707120274168,0.10316333623469692,0.7666666666666667,3.4105229832586264,0.6226734569401878,False,False,False,False
2020-05-12,DUK,-0.0561387331406578,30.0,0.06108206667046746,0.10540029558931457,0.7333333333333333,3.174187091923228,0.5795246239960253,False,False,False,False
2020-05-13,CSCO,0.1766641697162332,30.0,0.06765077385141341,0.10628416470888313,0.7666666666666667,3.4863006142628925,0.636508496225301,False,False,False,False
2020-05-19,HD,0.1382019736811237,30.0,0.06384207411335883,0.1013665465548776,0.7666666666666667,3.449633562377751,0.6298140390803997,False,False,False,False
2020-05-20,LOW,0.1682247557754106,30.0,0.06990502615538524,0.10200843901669697,0.8,3.753469818514327,0.6852866961717062,False,False,False,False
2020-05-20,TGT,0.079059642893656,30.0,0.07633729801200292,0.09592042203781774,0.8333333333333334,4.358994592797303,0.7958398888393762,False,False,False,False
2020-05-21,NVDA,0.2453643633406585,30.0,0.08190356430716624,0.10076561826750963,0.8333333333333334,4.451957967648823,0.8128126013153717,False,False,False,False
2020-05-21,MDT,0.0545680647670412,30.0,0.08283122743087638,0.10036756191817486,0.8333333333333334,4.5202384976451455,0.8252788634878362,False,False,False,False
2020-05-21,INTU,0.0340454486346325,30.0,0.08366045937588365,0.09983935401206556,0.8333333333333334,4.589645157948276,0.8379507279842106,False,False,False,False
2020-05-22,DE,0.2412502624192334,30.0,0.0912805317473498,0.10290920440526942,0.8333333333333334,4.858302674481653,0.8870006553337597,False,False,False,False
2020-05-28,COST,0.0083000826205696,30.0,0.08979271064926961,0.10380149675990154,0.8333333333333334,4.738033136063419,0.865042542276293,False,False,False,False
2020-05-28,CRM,-0.0526859870337389,30.0,0.08447171497374638,0.1069360746655484,0.8,4.32660951011826,0.789927208736049,False,False,False,False
2020-06-04,AVGO,0.1953387081139344,30.0,0.09051022001481274,0.10794020640238186,0.8,4.592773243555199,0.838521835667117,False,False,False,False
2020-06-11,ADBE,0.1115309153922268,30.0,0.096009677508093,0.10450057769184382,0.8333333333333334,5.032189033925625,0.9187478158370648,False,False,False,False
2020-06-16,ORCL,-0.086643414369792,30.0,0.08951784559816715,0.10964553103138086,0.8,4.4717685136978265,0.8164294956312164,False,False,False,False
2020-06-25,NKE,-0.0715015002215951,30.0,0.08331315882595149,0.11337811924747679,0.7666666666666667,4.0248062614603475,0.7348257263299559,False,False,False,False
2020-06-25,ACN,0.0376738473266247,30.0,0.0860791668834596,0.11112183016913052,0.8,4.2428658132756345,0.7746377714661891,False,False,False,False
2020-06-30,FDX,0.2844366805249086,30.0,0.09649853391676923,0.11464120530385405,0.8333333333333334,4.610421152874514,0.8417438883427816,False,False,False,False
2020-07-13,PEP,0.0476375805584932,30.0,0.09497883288794841,0.11498770373325339,0.8333333333333334,4.524140196670315,0.82599121301073,False,False,False,False
2020-07-14,WFC,0.0074977995616165,30.0,0.0876321277181033,0.1132298453407355,0.8333333333333334,4.238996615154002,0.7739313557692975,False,False,False,False
2020-07-14,C,0.0340861770235714,30.0,0.08211422175704583,0.11160593444099337,0.8333333333333334,4.029876347847295,0.7357513932241663,False,False,False,False
2020-07-14,JPM,0.0710338001473336,30.0,0.08312824551764343,0.11135377573296372,0.8333333333333334,4.088879334009198,0.7465238153845126,False,False,False,False
2020-07-15,UNH,0.0583929883111449,30.0,0.08207046092751698,0.11143569778771412,0.8333333333333334,4.033881749498354,0.7364826761695508,False,False,False,False
2020-07-15,USB,0.0374138765187095,30.0,0.08138175174580099,0.11165274578068189,0.8333333333333334,3.992254815481029,0.728882672582528,False,False,False,False
2020-07-15,BK,-0.0078205917148503,30.0,0.06929890997802254,0.10007193809513802,0.8,3.7929290596328418,0.6924909349925883,False,False,False,False
2020-07-15,GS,0.047087571018443,30.0,0.06865061656456543,0.1001534158470366,0.8,3.754389299759752,0.6854545697114803,False,False,False,False
2020-07-16,JNJ,0.0441582351361999,30.0,0.06953701708429467,0.09980276832967272,0.8,3.8162260903304546,0.6967443714045793,False,False,False,False
2020-07-16,SCHW,-0.0047418866614348,30.0,0.07085919288828846,0.09849537357037011,0.8,3.940406228704392,0.7194164590650853,False,False,False,False
2020-07-16,NFLX,0.0807091800538886,30.0,0.0734346115342376,0.09767864336990821,0.8,4.117767390217674,0.7517980287271326,False,False,False,False
2020-07-16,MS,0.0205179752344533,30.0,0.06644847308693688,0.09349233406003782,0.8,3.8928675797224557,0.7107371289315098,False,False,False,False
2020-07-16,ABT,0.1147778232634306,30.0,0.06861466029638229,0.09384528779324013,0.8,4.004654693231148,0.7311465701672103,False,False,False,False
2020-07-16,BAC,0.0458947567092751,30.0,0.0720157766247134,0.09097308436081354,0.8333333333333334,4.335861055030853,0.7916163020161823,False,False,False,False
2020-07-17,BLK,0.0563822151048343,30.0,0.06800637813766676,0.08882719062737177,0.8333333333333334,4.1933812267556085,0.7656031633709109,False,False,False,False
2020-07-20,IBM,0.0505534593783172,30.0,0.06508476099423988,0.08787509383628261,0.8333333333333334,4.056711656296262,0.7406508278158689,False,False,False,False
2020-07-21,PLD,0.1049600748605736,30.0,0.06297593829707863,0.08605485410235801,0.8333333333333334,4.008297073438218,0.7318115747680178,False,False,False,False
2020-07-21,LMT,0.0424721257866016,30.0,0.06175635439351016,0.08607831212887906,0.8333333333333334,3.9296017235984424,0.717443835342016,False,False,False,False
